,ticker,winrate_4y,return_4y,buyhold_4y,winrate_1y,return_1y,buyhold_1y,winrate_td,return_td,buyhold_td,std_1y,std_3m,return_1m,return_3m,return_6m
60,COP,45.25,0.98,1.47,42.18,0.97,1.06,35.0,0.81,0.94,8.080965323812881,2.3765118229380002,1.444199063260635,1.442899776500474,1.6172534933447733
61,RTX,40.15,0.66,1.01,38.21,0.93,0.85,25.0,0.77,1.06,9.5534261582829,2.414099670326383,1.0054432960612847,0.9002444338767843,0.8351477794791315
62,T,51.04,1.27,0.89,53.54,1.02,0.9,46.67,1.2,1.0,1.889601712398814,0.3877002031935133,0.8695850442178914,0.8473806599541225,0.779218428208838
63,GS,45.0,0.89,0.95,46.15,0.92,1.1,21.05,1.08,1.01,20.501103751905934,4.4904846778672525,0.9430156066686614,0.8653430250432416,0.8425444146160532
64,NKE,47.06,0.96,0.6,41.29,1.01,0.86,53.85,0.78,0.95,10.25298867128394,2.280557744726323,0.6280425529378373,0.719033594738336,0.574012876294129
65,LOW,48.99,1.14,0.93,46.67,1.0,1.05,47.37,1.04,1.14,12.444659794255996,9.997234723093339,0.855471292850117,0.8032793153049279,0.8379970103791011
66,BKNG,48.44,0.9,1.41,47.48,1.04,1.62,56.52,0.84,1.02,319.64544966986693,123.54319292420557,1.52465994404118,1.380363780862258,1.2813062300812976
67,NEE,48.21,1.47,0.64,48.25,1.02,0.73,47.62,1.21,0.93,8.591771304709141,2.260445156134084,0.6239523780396949,0.6563740654769983,0.7525363656166041
68,BA,52.58,2.17,0.93,46.97,1.1,1.2,56.52,1.12,0.81,17.41945024068283,11.990919385601437,0.9792631754280003,1.1638346636709547,0.9601647260632082
69,PLD,49.33,1.26,0.84,49.62,0.91,1.12,30.77,1.06,1.03,7.704257125699634,2.6426728931107157,0.8228571163201184,0.7581987558684734,0.762298157496482
70,MDT,40.46,0.6,0.8,42.14,0.93,1.03,25.0,0.88,1.02,5.029231862615084,1.3693834517805672,0.7988532601875258,0.7527023431757471,0.7782686674196382
71,ELV,48.75,0.89,1.1,50.0,0.79,0.99,23.08,0.94,1.05,15.695122879173836,13.706122002431226,1.1045681117061754,1.0553506004503337,0.9662788664595394
72,AXP,45.51,0.75,1.29,42.47,0.98,1.24,26.92,0.8,1.2,10.586364516622488,14.022747062875881,1.2238350352729308,0.985196663123187,0.9194747095306127
73,SYK,39.93,0.45,1.29,34.33,0.91,1.16,22.73,0.66,1.22,13.710552151666926,20.40326172903874,1.2310904884625489,1.0603377269990102,1.0556216035500898
74,VRTX,51.78,1.57,1.86,49.09,1.0,1.43,44.0,1.18,1.01,28.46133161579326,8.448837107908918,1.9062021207006938,1.6124132786540573,1.5865861310358995
75,MS,49.02,1.1,0.83,46.1,1.01,1.06,52.94,0.9,0.95,6.7317909594119545,2.441144646895059,0.8238058472070716,0.8018415189066067,0.8508536089281916
76,LRCX,54.65,2.19,1.34,46.31,1.01,1.74,40.62,1.25,1.3,88.43713465869538,76.74378212679902,1.2803090127666346,1.027022458194347,0.8927668882219979
77,TJX,42.16,0.56,1.25,35.83,0.96,1.15,38.1,0.71,1.05,5.58375653393443,2.1514288815290503,1.2871480504271944,1.1883471939302162,1.1983837458098991
78,BLK,47.56,0.85,0.91,43.71,0.91,1.09,32.0,0.76,1.07,47.20773284352209,15.006797418650953,0.8691590321147595,0.8278166658814518,0.7576045407251074
79,C,45.16,0.65,0.9,42.96,0.97,1.14,39.13,0.84,1.07,3.600904607394086,1.6102870675298557,0.8490328911607904,0.7557792303501849,0.6705456720762901
80,SBUX,49.83,1.19,0.8,46.21,0.95,0.89,57.14,0.99,0.98,5.108760560362463,1.3925414535541827,0.8517157289147314,0.8591561918875572,0.8469888300559683
81,DE,50.0,1.19,1.01,50.0,0.95,0.93,41.67,1.07,0.95,22.757600221766513,12.936694746993805,1.0269331244306568,0.967949598366193,1.1065204742458985
82,PANW,53.12,1.6,1.6,54.29,1.07,2.07,51.72,1.29,0.98,41.53091310509528,31.68674822125555,2.157824329701654,1.7495036889723075,1.3734159870463367
83,PGR,45.59,1.03,1.94,50.0,0.84,1.24,25.93,1.11,1.22,11.641817497565592,10.171938769113044,1.7885669016324932,1.6163860509341228,1.375880897807042
84,UPS,50.0,1.18,0.71,49.32,1.03,0.89,56.0,1.04,0.98,14.820762506302728,6.014393575365917,0.6731096646233367,0.715035206028068,0.7291638240918373
85,MDLZ,42.22,0.69,1.08,42.86,0.95,1.1,41.67,0.96,0.98,3.779490634711707,1.414521080249744,1.1011286911862062,1.0875846495426842,1.081414656291455
86,ADP,45.8,0.71,0.99,46.77,0.86,0.97,17.39,0.97,1.04,13.256274783133758,7.175662619561303,1.019743062276899,0.9654497188187587,1.008688578159671
87,REGN,49.19,1.08,1.57,46.9,0.9,1.26,42.11,1.02,1.06,44.676908388617385,22.46303305363491,1.545702103675458,1.4003436975279684,1.3367108718512082
88,CB,45.0,0.68,1.27,48.44,0.92,1.01,21.74,1.0,1.1,12.139716406365457,9.678576294572949,1.2637902251547,1.160830257224601,1.094575941630159
89,BMY,41.04,0.73,0.87,47.71,0.93,0.72,31.82,1.0,1.03,7.227079540520023,1.312156891634888,0.8017061084335507,0.8129727579781847,0.9428617547717638
90,ETN,45.6,0.82,1.74,47.18,0.98,1.47,50.0,1.14,1.28,26.279503237906603,21.24426938600938,1.6211360117286029,1.3825381649923025,1.2781405885642028
91,GILD,43.92,0.78,1.04,45.22,1.0,0.98,48.0,0.91,0.9,3.3365169893678495,5.125023727806261,1.0202187938371903,1.1192355729056223,1.0472234275771184
92,ADI,53.02,1.12,1.12,45.52,0.94,1.14,51.85,0.84,1.04,9.471323457361283,3.8652228338688337,1.110908578081669,1.0878382107712012,1.023753905419847
93,MMC,38.01,0.66,1.23,34.09,0.9,1.13,25.0,0.77,1.07,11.894717347757634,4.558429387778132,1.1840263888054618,1.203410118106592,1.1829494642398422
94,CVS,46.44,0.94,0.72,48.72,0.98,0.88,50.0,1.03,0.93,6.81635027271408,2.3728897925985293,0.7318055328874892,0.7056284945044438,0.6779173106490589
95,LMT,42.53,0.79,1.2,39.83,0.93,0.96,21.05,0.81,0.94,18.45155935671199,13.518700100363953,1.1782093745847977,1.2476311971786815,1.1874913587341025
96,MU,48.77,1.33,1.01,45.59,0.96,1.52,42.42,0.96,1.19,6.94042452904484,4.614986787857246,0.8881046378547859,0.8112934049528188,0.7317832954107376
97,SCHW,45.57,1.33,0.75,45.26,0.95,0.8,35.0,1.27,1.0,10.142904276695537,1.7996278740638,0.7044241838239703,0.7177634543347742,0.6431747576611343
98,BSX,43.01,0.57,1.55,41.8,0.91,1.24,22.22,0.73,1.17,2.9051519914351434,3.1701475551282354,1.5009166112760495,1.2820806953588315,1.2144821434752766
99,AMT,46.78,1.33,0.73,43.7,1.0,0.98,40.91,1.07,0.97,16.796318485796217,8.687277698178049,0.6876260211333994,0.7251476854633385,0.6348976403242589
100,BX,52.9,1.88,1.01,50.0,0.92,1.57,44.44,1.08,1.03,12.197597103844277,3.351511847606349,1.0219305091262065,0.9061149101350893,0.9153993958037476
101,CI,48.99,1.24,1.47,53.98,0.89,0.98,21.05,1.27,1.13,18.183729651207187,16.481285738417373,1.4356193240232267,1.2717959175905058,1.223060405509672
102,ZTS,52.79,1.22,0.81,46.43,1.09,1.3,68.42,0.91,0.94,10.561004004707758,5.023434178979522,0.8765103571608674,0.8505241887600091,0.7980188245960407
103,FI,41.16,0.54,1.39,34.38,0.94,1.29,34.78,0.7,1.15,7.75551810202935,5.661666552981379,1.3232109699774226,1.233853261405175,1.111926577506809
104,TMUS,46.01,0.81,1.44,45.19,0.93,1.16,33.33,0.9,1.01,6.505846067310749,1.393629611219782,1.4219709443539803,1.406628141991557,1.2345256932541864
105,SNPS,51.84,1.24,1.62,44.93,1.06,1.53,57.14,0.85,1.16,62.198271964897394,30.47769743294934,1.6297912227227362,1.6064478122512271,1.303181456959139
106,KLAC,53.61,1.66,1.62,54.68,1.03,1.45,41.67,1.19,1.27,60.13207538862362,51.77381083158833,1.5068175552081995,1.301015676881087,1.0585985068720458
107,CDNS,53.14,1.44,1.73,45.8,1.08,1.62,54.84,0.88,1.2,27.515262086037392,16.951107145241828,1.7495232591266685,1.5380258345072673,1.3282669533230826
108,EQIX,50.65,1.32,1.12,46.32,0.98,1.17,47.06,0.97,1.14,40.47041026312177,37.648904585975295,1.0504891848278155,0.9855516989790437,0.9445637480709
109,SO,45.66,0.98,1.01,46.72,0.96,1.0,37.5,0.92,0.96,2.6102392076835867,1.7048019425448542,0.981516876328597,1.0337392271312333,1.0407803851249522
110,CME,41.35,0.81,0.94,34.96,0.94,1.18,40.0,0.81,1.06,14.027287101310488,7.459265776974484,0.9024067958040781,0.9421833099721526,0.9088309023136062
111,DUK,48.87,1.13,0.92,49.18,0.98,0.94,41.67,1.05,0.96,4.618340229829805,2.6279809850497027,0.8866647248268354,0.9218644082302136,0.9182863912736433
112,ICE,47.39,0.88,1.03,45.67,0.94,1.2,34.78,0.84,1.11,5.87668978499875,5.345119216974223,1.010591467825547,0.8796150806495302,0.8643991426762141
113,SHW,48.86,0.97,1.01,44.19,0.92,1.22,42.31,0.92,1.15,23.884927187512748,13.087020544757506,0.9285713961064727,0.8781723050525172,0.7743060028054137
114,ITW,41.82,0.53,1.05,46.62,0.86,1.17,24.0,0.87,1.01,9.913968841781765,3.4679552043546065,1.032999426886346,1.0168430331129525,0.960134118086312
115,MO,39.64,0.68,0.85,37.9,0.98,0.91,36.36,0.84,1.01,2.0824176002051833,0.5870648529392889,0.8180706018554539,0.8435651976360236,0.8841525505488247
116,CSX,44.48,0.76,1.01,43.51,0.96,1.11,30.0,0.86,1.1,1.4482876193138554,1.3891291734316813,0.980334795177728,0.8828062789732737,0.8264682301011539
117,SLB,47.06,1.37,1.52,43.66,0.98,1.02,42.86,1.0,0.96,4.803853079698419,1.5205329832549568,1.4155142575751163,1.4744438782421057,1.840348832634909
118,BDX,42.19,0.81,0.98,34.15,0.94,0.93,25.0,0.67,1.0,13.267991789244812,3.394671698901026,0.9923097608620691,0.9634869714307793,1.077068310560703
119,CL,39.04,0.63,1.04,41.07,0.93,1.0,22.73,0.85,1.1,2.6468099760268293,2.514504172196661,0.9833863129907091,0.9260044043188826,0.8701543075783069
120,WM,41.46,0.62,1.26,35.19,0.95,1.14,31.58,0.74,1.16,7.657991418161979,10.867283642513057,1.1494826360463113,1.0748021488609543,0.97279366319126
121,MCK,48.06,0.87,2.13,46.72,0.99,1.28,47.62,0.87,1.1,38.6089064024604,16.559706362304688,2.0215726052561114,1.863467801001764,1.7229435828424269
122,EOG,45.17,1.02,1.25,41.78,1.0,1.0,50.0,0.77,0.95,7.940895270839312,3.1611636581245475,1.164656579222682,1.2340849507289933,1.3831149134061707
123,PYPL,56.78,2.18,0.31,55.71,0.95,0.75,54.17,1.19,1.01,8.37647161859349,2.0805463465217704,0.3082034112981299,0.3080987735570629,0.32928742716171433
124,CMG,48.03,1.22,1.63,48.12,0.95,1.62,34.78,1.13,1.2,233.64928193428167,172.28935143972092,1.6016015004247919,1.408584833690198,1.1766748710340875
125,ANET,53.85,1.59,1.97,56.16,0.99,2.02,48.48,1.43,1.19,31.095912151838593,14.032319391293521,2.0369970052453876,1.6577238896551663,1.3415548778273492
126,USB,47.73,1.13,0.74,47.45,0.99,0.93,42.31,1.12,1.01,5.811093359538196,1.1617224738737,0.6836821506246542,0.6882763390823813,0.5912880675400681
127,TGT,55.15,1.56,0.72,53.28,1.04,0.91,53.85,1.11,1.22,20.12125862094334,8.615138692218549,0.6257419820005323,0.5793227344360122,0.5096297445063439
128,PSX,49.04,1.0,1.9,46.9,1.02,1.35,58.82,0.89,1.1,10.953266467183937,6.711966017625131,1.85388830632393,1.5937380896916558,1.55848284871902
129,NOC,44.7,1.13,1.16,41.8,0.96,0.9,38.1,0.93,0.97,18.54075146555107,11.48935097307859,1.1459231331227233,1.2072092792996123,1.1096501167538195
130,MPC,52.74,1.32,2.65,52.99,1.09,1.43,56.25,1.17,1.14,15.002057979444649,8.108003509596207,2.506562562162522,2.114289931854124,2.30555968097181
131,ABNB,57.74,2.74,0.97,58.57,1.05,1.5,57.14,1.72,1.24,13.167199065353064,8.35265918101857,0.8641393359693159,0.8228922748272242,0.8346018764915399
132,MCO,45.08,0.61,1.0,44.22,0.97,1.32,40.91,0.72,1.03,26.2191865915965,9.967366314503433,1.0489295698646512,0.9852435295219081,0.8890154649946928
133,ORLY,49.06,0.99,1.55,46.92,1.03,1.14,55.0,0.82,1.15,55.79464558726123,48.285041945785956,1.4678475914929117,1.3919669152870162,1.3298085382845704
134,TDG,49.84,0.88,1.81,49.64,1.05,1.54,68.18,0.93,1.2,91.71943973586244,65.75890936763422,1.738878567310109,1.55332821319003,1.3510084736349897
135,HCA,46.13,0.8,1.25,42.86,0.96,1.09,27.78,0.66,1.2,17.219800649914752,15.47430187035146,1.1769317257247354,1.0104891501193582,0.9824797998528937
136,APH,41.56,0.63,1.27,38.89,0.94,1.23,33.33,0.8,1.16,5.920194300981319,5.161831029627523,1.2134378816291083,1.1001498533779261,0.993776728050894
137,PNC,47.37,0.84,0.7,47.1,0.93,0.93,45.83,0.97,0.99,15.434723335800854,3.1795094528062355,0.6844689642421031,0.6524156121252421,0.5775163308057982
138,GD,43.13,0.82,1.28,38.71,0.98,1.05,37.5,0.78,1.06,13.249563967470644,8.74544622402036,1.2739448750797748,1.1940579736112542,1.0579108634877008
139,AON,43.02,0.9,1.08,36.8,0.95,0.96,42.11,0.75,1.09,12.564753751882227,8.433989745902544,1.0621538356875124,1.1297448758581545,1.153090766957054
140,PH,46.71,0.83,1.66,47.06,0.93,1.52,34.62,0.92,1.19,43.4494562913263,31.077314190503778,1.608998861665359,1.3604183895432562,1.221639226369432
141,MAR,52.04,1.58,1.49,52.82,1.06,1.46,60.0,1.19,1.14,17.68064139213556,9.224833522857416,1.4702697003088723,1.290816035996975,1.19445270660738
142,TT,43.23,0.95,1.46,43.17,0.93,1.35,44.0,1.06,1.21,19.614489723572287,16.28013202039004,1.4125128330328525,1.2272820888421474,1.0447692088591747
143,ROP,38.25,0.5,1.16,32.52,0.93,1.2,31.82,0.62,1.03,35.0748808308844,8.441312710436602,1.1703675461111347,1.1559044107104133,1.0616811293477049
144,FCX,51.12,1.15,0.95,47.27,1.01,1.06,55.17,0.69,0.96,3.1279451804428673,1.3873258333954244,0.8863582267586296,0.8877816563297274,0.9534993397813631
145,APD,46.03,1.06,0.81,42.86,1.0,0.88,36.36,0.95,0.89,12.250229617923488,18.534074673632833,0.7342194458586164,0.8928594761499257,1.0003673279895469
146,FDX,49.84,1.26,0.93,45.45,0.99,1.36,54.55,0.92,1.0,24.307847566629594,4.324507252811689,0.9158581849051174,1.0305764447983894,0.9410743256405598
147,NXPI,57.18,1.64,1.08,57.05,0.98,1.37,48.28,1.2,1.17,18.00018739600903,15.480279380173883,1.0029201183013214,0.9409971635570284,0.855799362154166
148,ADSK,54.14,1.69,0.91,47.41,0.97,1.21,46.15,1.03,1.11,11.955835731999649,9.552134853067303,0.9586253651654887,0.8193680593874544,0.7675329896782814
149,PXD,47.19,0.84,1.27,47.26,0.97,1.04,35.0,0.77,1.05,15.396056470474576,6.5836697513976725,1.1878921093201942,1.1516102059027136,1.2300292779213586
150,GM,55.06,1.48,0.6,53.74,0.92,1.02,38.89,1.06,1.12,3.6480636126732677,2.0261351887303234,0.5865531278719757,0.5083662801176277,0.5071493951319727
151,MSI,46.05,0.98,1.27,40.48,0.97,1.21,45.83,0.84,1.08,17.424417989792943,7.2255395031864085,1.249584705068569,1.2422960975068935,1.0853474590081371
152,NSC,49.36,0.96,0.88,47.06,0.95,0.93,46.15,0.91,1.11,16.87532709121103,11.158551885393836,0.8646511969855194,0.7541734641416905,0.6926235207563952
153,PCAR,45.94,0.87,1.85,47.2,0.97,1.45,44.0,1.01,1.21,8.39470977863445,6.852268080634227,1.7146323088892852,1.5790920123967376,1.3956760732229359
154,CTAS,45.0,0.79,1.47,46.67,0.91,1.31,26.09,0.88,1.08,40.419968181346626,16.359577610480624,1.4542588788919228,1.327938742874733,1.2108160198661824
155,EMR,43.17,0.49,1.15,42.86,0.94,0.99,37.5,0.79,1.16,5.627670250745477,6.136539546535414,1.0769069704306233,0.9437545728199939,1.039444836763761
156,LULU,48.12,0.93,1.21,41.55,1.02,1.55,48.28,0.78,0.92,49.98244944266531,14.070198264965716,1.234809046768456,1.322540791476042,1.0052255401399663
157,MMM,47.1,1.13,0.52,52.31,0.98,0.86,38.1,1.23,0.87,8.517328109817845,6.7486733600462285,0.5154524980754013,0.5690506574368333,0.560617007771967
158,COF,52.27,1.13,0.91,49.66,0.93,1.36,39.13,0.86,1.05,10.230134915186287,3.6321182689726768,0.8942772320686759,0.7958319932047658,0.6786636187448805
159,ECL,44.52,1.02,0.96,35.94,1.01,1.31,47.37,0.84,1.14,13.19570083185775,11.319340719067387,0.8681427176118945,0.8308852247725999,0.7527729129990235
160,AJG,47.12,0.92,1.5,40.65,0.95,1.19,47.83,0.85,1.12,18.883864442947807,6.512075682549436,1.426506640303036,1.4787672888293957,1.3922834068430974
161,TFC,50.17,1.18,0.6,52.34,0.9,0.81,40.0,1.08,1.03,6.655065290394961,0.9780196692471329,0.5748195834754285,0.5469125791282031,0.45982358906061044
162,HLT,47.83,1.07,1.32,44.85,0.96,1.4,45.0,0.98,1.15,11.356147401484003,8.184678351718356,1.2321107680807983,1.145037151471065,0.9833290203155368
