,ticker,winrate_4y,return_4y,buyhold_4y,winrate_1y,return_1y,buyhold_1y,winrate_td,return_td,buyhold_td,std_1y,std_3m,return_1m,return_3m,return_6m
20,MRK,39.29,0.65,1.71,40.74,0.95,0.98,28.57,0.8,1.18,4.18876403420411,7.683046751516691,1.6157722720237724,1.3915826847862887,1.4933260981205418
21,ABBV,42.96,0.67,1.43,42.06,0.92,0.88,30.0,0.86,1.2,8.54602041433869,7.5475916007954975,1.338277675636869,1.1377008594527194,1.2374124890832385
22,ADBE,53.58,1.46,1.01,50.69,1.02,1.82,60.0,1.08,1.04,92.84836457664912,17.376590821957645,0.9590058502656575,0.9715292239034812,0.8367146631855968
23,CRM,51.88,1.24,1.13,43.38,1.01,1.88,44.44,0.57,1.16,28.1707580630187,12.975774115114218,1.0509371697614733,0.8548019040609903,0.807845405910326
24,AMD,59.57,2.9,1.24,56.76,1.24,1.68,62.07,1.49,1.46,17.242897090567777,17.489015525370945,1.0539335548085267,0.8620739203084326,0.7782252489620819
25,CVX,41.69,0.53,1.3,40.91,0.93,0.83,40.91,0.71,1.06,9.290897963157851,3.6536241800437246,1.267383891051718,1.2482788886506253,1.3800344649043246
26,NFLX,60.68,2.82,0.92,54.93,0.98,1.49,40.0,1.41,1.23,53.82989768554188,39.567624869549334,0.8032773534756288,0.732262632177339,0.6663892130082016
27,WMT,44.27,0.78,1.22,38.6,0.97,1.04,50.0,0.78,1.09,2.652138259076419,1.8456305133542685,1.1605755966673816,1.206115097103945,1.1331655140929053
28,BAC,46.96,0.97,0.75,47.41,0.98,0.93,43.48,0.93,1.08,2.75457131703058,1.0726175012226427,0.7429218143477196,0.6618346161602494,0.660249119163535
29,PEP,32.06,0.43,1.01,30.08,0.96,0.92,23.53,0.7,1.0,8.598090335479723,2.1579641223951147,1.0051075959191678,1.0101550442254579,1.0638745643538656
30,KO,33.2,0.38,1.08,30.7,0.94,0.92,15.0,0.69,1.02,2.6757963311762043,0.7038331569991724,1.0997996641315708,1.0398834207392955,1.1005281455673475
31,ACN,45.37,0.65,1.03,45.64,0.93,1.18,36.36,0.83,1.11,21.734938031334895,12.888904103091855,0.9837119392785895,0.8847692916489779,0.8461750834256353
32,MCD,38.71,0.46,1.13,36.75,0.91,1.05,36.0,0.79,1.01,13.007316865309866,4.042190573141066,1.1473083737580796,1.0613784642102078,1.0948043938202947
33,TMO,40.97,0.75,0.89,35.57,1.0,0.89,36.36,0.61,1.12,36.6967345497697,19.408930932231495,0.874760959942497,0.7380634950030133,0.8553796862444757
34,CSCO,42.02,0.52,0.88,38.93,0.91,0.99,28.0,0.69,1.05,2.843034161641275,1.0072133490103463,0.8837781067716102,0.9334620615090476,0.9733145982760729
35,ABT,45.23,0.79,0.84,47.97,0.95,1.0,33.33,0.95,1.07,5.716862302201645,3.0596911561397473,0.8599682729612694,0.7328451795611707,0.7841020743521263
36,LIN,31.55,-0.06,1.29,30.23,0.83,1.22,8.33,0.64,1.04,23.9276236717827,4.8689600691610115,1.258099298413993,1.242223829437318,1.1614004604254997
37,CMCSA,45.99,0.68,0.8,45.74,1.0,1.2,36.84,0.84,1.01,3.337076503665115,1.3175010989198173,0.8212034943939616,0.7998089809416699,0.8760267802686217
38,INTC,55.13,2.12,0.85,56.64,0.98,1.47,36.0,1.63,1.03,4.394209358546417,2.640481703570864,0.9241027138813305,0.7728966179668719,0.6499313257258342
39,WFC,48.92,1.2,0.98,47.45,1.07,1.03,51.85,0.89,1.08,2.712848930665617,1.5731579466784218,0.971112480890368,0.8621184316147344,0.8705183463018188
40,VZ,43.91,0.89,0.78,44.8,1.02,1.04,45.45,0.95,1.03,2.7699178194006002,1.7470181910546925,0.7550421304819187,0.7025651318292755,0.646171924754181
41,ORCL,48.59,1.27,1.31,43.2,1.04,1.45,45.45,0.9,1.02,13.381241595076148,5.139598268022734,1.1985607774673637,1.3053743567255676,1.3108836646895778
42,INTU,54.37,1.88,1.02,44.62,1.03,1.47,57.69,0.93,1.15,53.80724245145126,23.03666135744212,0.9480273380438996,0.8608175479802759,0.7565934072689658
43,DIS,52.32,1.22,0.72,48.25,1.02,0.98,56.52,1.08,1.19,7.8525360821801,4.23960850428971,0.6008512429870656,0.6056394403940151,0.5711245597001536
44,AMGN,42.51,0.87,1.39,44.74,1.01,0.96,35.0,0.97,1.07,18.620862883756278,16.35171221415459,1.468030172047438,1.2932611604792161,1.2486231169602042
45,IBM,44.33,0.92,1.55,32.62,1.02,1.09,61.11,0.73,1.15,8.715878840390133,10.357893644804847,1.3827036776594588,1.254357426974525,1.1865565376865737
46,QCOM,50.47,1.22,0.86,41.78,1.0,1.09,53.57,0.74,1.15,7.851723332890445,6.019081852756649,0.799088055781507,0.7259048322920336,0.6308350084373409
47,DHR,46.15,0.83,0.89,38.69,0.93,0.93,33.33,0.56,1.11,12.26867993465573,7.915172060134027,0.8278616195732836,0.7480305285184989,0.8151515545796592
48,NOW,54.22,1.93,1.32,49.34,0.94,1.77,39.39,1.06,1.18,77.8393747010045,38.9025753387561,1.182697016678198,1.0610341684625415,0.8996983682742308
49,CAT,53.33,1.34,1.58,53.24,1.03,1.12,47.83,1.1,1.24,21.43569818721843,17.21411966894888,1.4428160046868013,1.231418929419458,1.3550775121927034
50,PFE,49.43,1.33,0.54,47.27,1.0,0.59,50.0,1.02,0.95,5.847785227808337,0.8853520438973633,0.5574980772754822,0.5683760778761413,0.718919942708404
51,UNP,46.0,0.74,1.01,43.94,0.94,1.1,35.0,0.84,1.07,10.436141095937963,5.223326122063413,0.9660652242234612,0.8765748377691682,0.9102251623300517
52,TXN,48.43,0.61,0.83,42.03,0.96,0.9,46.15,0.75,1.03,10.373932868946774,5.000476177324749,0.8471815148250806,0.770412580060422,0.8630080490288468
53,SPGI,43.56,0.49,0.96,39.74,0.9,1.2,22.22,0.67,1.03,24.71434738145723,10.276314008013394,0.9572207766597647,0.8847392389155441,0.8290364532414858
54,GE,55.81,1.53,1.86,58.78,1.0,1.81,59.09,1.32,1.16,15.75806710051535,5.363083607179848,1.731704871531225,1.5643917612308702,1.4946111713562715
55,PM,41.03,0.83,0.98,37.96,0.9,0.91,20.0,0.72,0.96,3.938443709317074,1.7827177891450656,1.0424553811065835,0.9891673282593143,1.0321698485725044
56,AMAT,51.34,1.53,1.26,46.1,1.09,1.4,50.0,1.0,1.27,15.739039161390835,8.904700863499924,1.026258617105249,1.0454606915881812,1.0094313973646132
57,UBER,63.05,2.69,1.84,60.32,1.07,2.15,57.14,1.29,1.22,8.194721608978897,3.5087220083008797,1.641984879369248,1.399844082060884,1.1595219309404046
58,HON,42.81,0.53,0.94,40.0,0.9,0.92,23.08,0.75,0.99,9.283120576384398,4.3529198223816294,0.975030332623106,0.9223757842092803,0.9064242276278409
59,ISRG,54.42,1.64,1.2,46.56,0.99,1.16,56.52,0.98,1.25,31.181939909464738,26.516603555421984,1.123359186449241,0.9007011304709691,0.8854125556881961
60,COP,46.08,1.03,1.53,44.83,0.99,0.98,37.5,0.84,0.98,8.051154397409574,3.245682648086259,1.5341299367350172,1.5868700012322714,1.6098063866867742
61,RTX,41.22,0.66,1.08,37.1,0.94,0.84,38.1,0.73,1.09,9.56225742014586,3.699874455937289,1.0306828991079091,0.9633476645591406,1.0210123503097983
62,T,51.39,1.33,0.96,53.97,1.04,0.9,48.28,1.19,0.98,1.9649538140423157,0.4459914976507065,0.9372645452958741,0.8889226551670162,0.8019072095445305
63,GS,45.75,0.93,0.99,45.11,0.98,0.94,25.0,0.98,1.12,18.232242190768066,12.578548941776459,0.970331394412704,0.8700745230971745,0.8272797525230504
64,NKE,47.16,0.97,0.62,42.41,1.0,1.07,43.48,0.77,0.91,10.168106374075915,7.6094584993090555,0.6219880130294572,0.6260730430836069,0.6089633436756924
65,LOW,49.5,1.13,0.88,45.39,1.03,1.02,47.37,0.98,1.08,12.192898870026616,5.5173496770613415,0.8715264354063207,0.8051596918159478,0.866271210616492
66,BKNG,48.46,0.89,1.69,48.92,1.0,1.54,50.0,0.83,1.19,334.51983784567665,126.90433624984486,1.5725009232222205,1.4248320634392053,1.3702812218737843
67,NEE,48.01,1.43,0.63,47.37,0.98,0.68,42.11,1.2,0.97,9.036284173493193,1.9550219037037602,0.6846887254153142,0.6455412030515182,0.7524397160170813
68,BA,53.0,2.26,1.02,46.67,1.19,1.31,61.54,1.13,0.89,13.811049481896287,22.275415387445115,1.0574120448081281,1.0077229274343356,1.1036525929268237
69,PLD,51.01,1.35,0.85,49.23,1.08,1.04,46.15,1.01,1.12,7.253682665257698,4.474430581288878,0.8403066144193263,0.698371125517695,0.7674225298477211
70,MDT,41.23,0.66,0.77,41.01,0.97,1.02,33.33,0.86,1.08,5.139895191552089,2.7719368895522454,0.7929970959993639,0.6584724033430646,0.7402939240909833
71,ELV,50.18,0.95,1.25,49.12,0.83,0.91,30.43,0.91,1.05,20.965425341800188,10.711577738633714,1.177146823410571,1.144021618319318,1.1552202434329213
72,AXP,47.24,0.82,1.32,42.57,1.04,1.1,45.45,0.78,1.24,9.898004691744402,11.789289902392147,1.132935035996993,0.9765372841329478,1.001244786010383
73,SYK,41.0,0.52,1.34,36.69,0.89,1.23,15.79,0.71,1.18,16.1731925678976,17.07801089557199,1.2299044431918549,1.112495557191999,1.085806321520512
74,VRTX,51.42,1.56,2.06,53.27,1.01,1.14,39.13,1.21,1.19,25.63821195291536,25.39487565268986,2.1135277433749353,1.8041061962917555,1.710426189457818
75,MS,49.2,1.1,0.87,44.59,1.05,0.92,60.0,0.84,1.07,6.581798988666851,3.961040724957025,0.9035962524584951,0.7888586703610347,0.8486955056816203
76,LRCX,54.9,2.21,1.37,46.67,1.06,1.57,41.94,1.17,1.31,86.16991530756627,50.90935089748597,1.1379800852184492,1.0409850581994482,1.0025166167564343
77,TJX,42.86,0.58,1.36,34.43,0.98,1.11,36.0,0.63,1.12,5.328619526792305,2.826157497269808,1.3082323730421055,1.2734030944001042,1.233755554785334
78,BLK,47.4,0.84,0.89,41.94,0.97,1.06,38.89,0.66,1.06,38.73033871619334,17.842500395081327,0.8917140233085274,0.7776848066161646,0.7489573075866215
79,C,44.84,0.66,0.86,45.52,0.93,1.04,29.17,0.87,1.16,3.4098582569227034,2.3850521929645416,0.8416506485381906,0.7095329540235629,0.6729046606972634
80,SBUX,49.83,1.19,0.86,44.36,0.92,0.94,47.37,0.91,1.02,4.968199445793812,1.9084031974917723,0.8113973435223708,0.9315455002253956,0.850917418534879
81,DE,49.68,1.19,1.08,46.94,0.96,0.82,45.45,0.98,1.06,24.172485980447615,11.377700234000491,1.090265434313564,1.0576852024657162,1.1023384327096504
82,PANW,53.5,1.57,2.26,53.74,1.06,1.76,60.87,1.29,1.29,38.898930627131506,24.870027052752214,1.9466900130218157,1.5632058544650909,1.4413431046572946
83,PGR,44.53,1.01,1.89,48.85,0.85,1.25,20.83,1.06,1.12,10.581943643793169,9.05904722580948,1.7450149013211647,1.6482074312461814,1.3656368573768298
84,UPS,50.46,1.21,0.72,50.66,1.02,0.88,47.83,1.04,0.95,14.413601437474734,5.94441201907499,0.7834801517934628,0.7085519147718915,0.833861266598823
85,MDLZ,42.39,0.72,1.19,42.28,0.93,1.05,37.5,0.93,1.04,3.848425381405727,1.741116390117066,1.190491776724806,1.1413220541182707,1.1515793791198048
86,ADP,46.37,0.76,1.08,44.53,0.91,0.9,35.0,0.91,1.08,14.419391452072269,6.040405667287341,1.0161498710132881,0.9923341998161453,1.0814384320010324
87,REGN,49.6,1.1,1.53,43.59,0.93,1.1,47.62,0.94,1.16,41.05311994442766,42.286072352231024,1.49312001953125,1.26992001953125,1.3509919921875
88,CB,45.77,0.73,1.32,49.6,0.91,1.04,26.92,1.02,1.09,11.655951927201327,9.574349879422558,1.2134058792351419,1.1707460378653611,1.0667626745265202
89,BMY,40.47,0.74,0.88,47.62,0.95,0.63,34.78,1.02,0.99,7.151230944799479,1.1335478770984928,0.8852718590939614,0.8889670742568422,1.0893893692183811
90,ETN,45.65,0.84,1.64,46.76,0.95,1.43,38.71,1.14,1.23,25.198767592913693,12.721484369896844,1.4256020608843916,1.3431078351540466,1.2703291713308713
91,GILD,43.14,0.73,1.06,40.71,1.0,0.9,55.56,0.8,0.93,3.8585669273255547,3.3605940357089463,1.2428776583225607,1.0751079312331384,1.0926619056317446
92,ADI,52.4,1.07,1.08,44.6,0.97,1.08,50.0,0.73,1.08,9.588475369045627,5.222009002782092,1.0403181439864728,0.9807798753205391,0.978791580748542
93,MMC,37.88,0.65,1.16,32.06,0.96,1.14,34.62,0.68,1.01,12.07572247430343,4.049748488426739,1.149477852422648,1.1620907458393037,1.109879121141765
94,CVS,46.4,0.93,0.82,47.06,0.97,0.7,50.0,0.99,1.07,9.157735158699404,2.777097048462385,0.8263356319234284,0.7393415960264895,0.7240151184705375
95,LMT,44.49,0.83,1.25,40.35,0.94,0.92,30.0,0.8,0.96,19.817792920615283,11.738713724109067,1.3624544191017998,1.3066831756271584,1.3280680126562314
96,MU,49.22,1.34,1.04,42.96,0.95,1.37,47.06,0.86,1.16,6.392515457345797,4.058475510826766,0.9992723158178961,0.9359612010342294,0.7757428920782545
97,SCHW,45.6,1.32,0.79,44.53,0.92,0.77,22.73,1.23,1.02,11.274317226072142,2.6830864043042353,0.8116212657428047,0.6817220236795059,0.7390817406486285
98,BSX,44.17,0.68,1.61,38.52,0.94,1.22,30.0,0.68,1.19,2.891750270185498,3.3200409140232074,1.4727272113785574,1.3272727136396794,1.238820570609342
99,AMT,47.12,1.34,0.72,42.96,0.93,0.99,38.1,1.09,0.92,16.901690902945454,8.083347028555712,0.7769039098770897,0.7204065425374748,0.6492562210823398
100,BX,53.23,1.97,0.95,49.64,1.05,1.46,61.9,1.04,1.11,10.438261098956385,5.554711958149901,0.8858372569517987,0.7615053103349073,0.7332986937380295
101,CI,50.0,1.28,1.62,53.51,0.88,0.78,27.27,1.27,1.3,21.926836231676624,16.988631967931493,1.4764026098667546,1.4041337514611405,1.361440605795873
102,ZTS,53.09,1.2,0.88,45.71,1.08,1.17,68.18,0.86,1.1,11.0648200206686,4.834395479980539,0.8922276600092441,0.7743193835550535,0.8109162513733047
103,FI,41.28,0.53,1.4,34.59,0.95,1.3,40.0,0.64,1.11,7.906557849942051,4.339802267875948,1.3276447378593086,1.184524453752574,1.1547561282800645
104,TMUS,46.95,0.85,1.4,45.32,0.93,1.03,26.67,0.83,1.05,5.096596487525589,3.137285125077982,1.405690540058611,1.2713828418126196,1.1722736856482199
105,SNPS,53.11,1.32,1.67,46.85,1.12,1.63,64.0,0.82,1.07,59.32853175788314,24.700309663684312,1.43117665776832,1.5583152071264041,1.263482373128772
106,KLAC,54.6,1.78,1.63,52.9,1.05,1.4,47.06,1.1,1.21,52.63965525430802,28.885031921548595,1.4031736967547395,1.3652041251168001,1.2282181386988908
107,CDNS,53.46,1.5,1.76,46.62,1.14,1.6,58.62,0.83,1.19,28.87825537997126,14.85757556912135,1.515151457747725,1.5384006816126046,1.2696799925260265
108,EQIX,50.49,1.28,1.07,46.81,0.89,1.2,31.58,1.04,1.04,41.085479510996926,17.52428740140512,1.0232903304712782,0.9868922347479924,0.9363064743998252
109,SO,46.01,0.95,1.03,48.39,0.97,1.04,42.86,0.96,0.94,2.607209417861387,1.562081672032123,1.1045467696253362,1.0703680044025357,1.0456232103489793
110,CME,40.74,0.78,0.91,32.8,0.98,1.21,50.0,0.78,0.94,14.15373062668772,5.530738809375692,0.8801069101002715,0.9434617838541003,0.9026509639482636
111,DUK,48.87,1.1,0.91,51.24,1.0,0.92,40.91,1.05,0.99,5.064229187196888,1.7439506692073257,0.972828771614702,0.8877581196214596,0.8855844092895436
112,ICE,48.26,0.94,1.04,43.08,1.05,1.08,63.64,0.75,1.19,4.937260119041294,4.852887490622894,0.9701971457459216,0.8440317624414342,0.8700901733095726
113,SHW,48.05,0.92,0.91,47.24,0.93,1.12,36.0,0.93,1.1,18.553675956095898,7.199104285440244,0.8867880439586235,0.7807580468607143,0.7926010641476566
114,ITW,41.3,0.55,1.07,47.26,0.87,1.1,19.23,0.86,1.05,9.249986569219642,4.769510292041731,1.0600158831192212,0.9881305155432449,0.9852885685225606
115,MO,39.36,0.69,0.9,39.32,0.96,0.92,21.43,0.84,0.94,1.9630122525570066,0.7277451776115892,0.9304523940723916,0.9052442256233291,0.9617375477996246
116,CSX,44.88,0.77,1.0,45.93,0.93,1.07,20.0,0.89,1.11,1.2486068688388459,1.0480863730978218,0.9483134440169801,0.8463003816876674,0.8354189468633194
117,SLB,47.91,1.47,1.57,43.8,1.02,0.99,44.0,0.99,0.93,4.811614362395249,1.924532035335222,1.6644451976667172,1.8110629143486068,1.9140285967551685
118,BDX,42.69,0.81,1.02,35.25,0.88,0.96,25.0,0.68,1.04,12.586697084574064,3.6629017022587487,0.983898425114746,0.9716970024192394,1.1477634664670089
119,CL,40.32,0.68,1.06,40.54,0.97,1.01,30.0,0.84,1.07,2.6651174364197794,2.4329988773592537,1.0296513333769595,0.9755663257291178,0.9391702892858953
120,WM,41.94,0.63,1.16,36.79,0.94,1.05,29.41,0.79,1.09,6.557999308043456,5.068595505733674,1.1096158468147463,1.0529728644998402,0.9718008274355797
121,MCK,47.51,0.87,2.24,48.31,0.98,1.22,37.5,0.89,1.09,36.49470681669572,19.60283491931744,2.166607175554548,2.025982175554548,1.901116098676409
122,EOG,45.23,1.05,1.27,43.15,0.99,0.95,45.45,0.79,0.91,8.05955616740086,4.528433386248026,1.3252255733263054,1.4287998536327182,1.4887518050875699
123,PYPL,56.7,2.19,0.32,55.17,0.97,0.8,54.55,1.17,1.02,8.284968755071402,1.9540965050224426,0.32997944281400265,0.30661040851474436,0.3219192801311764
124,CMG,48.86,1.3,1.63,46.72,0.99,1.48,48.0,1.07,1.19,233.21930962013565,107.2051614034725,1.3994184993831293,1.33419983963167,1.1494770735246083
125,ANET,55.14,1.77,2.32,54.79,1.06,1.67,53.12,1.43,1.31,28.070246320614807,17.899592274744112,2.071763219219376,1.7690094060743777,1.5180435335190687
126,USB,47.7,1.13,0.71,48.53,1.1,0.92,52.17,1.07,1.02,5.833581434076981,1.6086759780894913,0.7410337681851169,0.6355485380984499,0.6462728134887371
127,TGT,55.93,1.54,0.6,51.18,1.06,0.86,57.14,1.02,1.1,20.23788067951713,3.285920125755335,0.5799481539044526,0.4559822215043356,0.5259497068506355
128,PSX,48.11,0.96,2.05,45.95,0.95,1.24,42.11,0.89,1.14,8.8290475776517,6.571466324322717,1.8695651567149782,1.6184043497532605,1.5946250501997417
129,NOC,45.49,1.2,1.25,41.74,1.01,0.9,41.67,0.91,0.95,27.895646949675406,12.887986402715129,1.3217935978318733,1.2826409427748442,1.1915870222646012
130,MPC,50.83,1.2,2.7,51.85,1.06,1.36,45.45,1.11,1.14,15.15426643900174,7.888953236489816,2.5049316765029945,2.396913724244118,2.2725104154706544
131,ABNB,56.86,2.65,0.82,59.15,1.01,1.44,54.17,1.63,1.1,15.382229225350132,5.009049079063675,0.7583079610799223,0.7004699808119785,0.6856510689251755
132,MCO,44.3,0.58,1.05,44.37,0.95,1.28,33.33,0.73,1.08,22.858277977088388,8.989414027774771,0.985418138959064,0.9111595705637331,0.8426869974657765
133,ORLY,49.81,0.99,1.55,47.62,1.01,1.18,56.52,0.83,1.05,57.328997062906154,41.9453005825339,1.4409083472357191,1.4861134705974577,1.4294634363486354
134,TDG,49.23,0.83,1.86,46.62,1.01,1.57,58.62,0.91,1.17,94.4092744511249,53.90022249850056,1.7167480543154257,1.6567600783285525,1.4166916067883935
135,HCA,47.57,0.86,1.31,43.28,1.0,1.07,38.89,0.6,1.21,18.141082892790347,16.154772940814844,1.207126651341082,1.0162980600118103,1.1755999585127
136,APH,42.37,0.64,1.27,39.44,0.96,1.17,32.26,0.79,1.15,4.458075315748201,3.3655964206067526,1.1661631419939578,1.0720241581205154,1.0328701053861404
137,PNC,47.39,0.89,0.74,46.15,0.97,0.91,38.89,0.89,1.07,15.848296081782768,4.815283369007824,0.7447489156271254,0.6334266823833105,0.6147729354754548
138,GD,43.7,0.82,1.35,41.6,0.98,1.01,36.84,0.79,1.08,12.374437029573576,6.5986996458771605,1.276795050393684,1.2419701934854446,1.1238161574796888
139,AON,43.7,0.94,1.05,34.68,1.0,1.05,60.0,0.71,0.97,12.296205977612148,12.325743926604588,1.0092778645492713,1.120478670882992,1.0883084175187798
140,PH,47.39,0.88,1.67,45.99,0.94,1.5,41.67,0.91,1.2,42.3233280377838,22.354745131704455,1.4769941664483879,1.3731630187589199,1.275332081596283
141,MAR,51.49,1.58,1.58,52.86,1.02,1.26,45.83,1.11,1.22,16.960549573932518,11.917254737111799,1.4390555481279452,1.291384840787143,1.275111687619182
142,TT,43.46,1.03,1.42,43.17,0.93,1.33,41.67,1.05,1.2,15.82817899258702,12.148577368932733,1.2718301252215714,1.1834763407949818,1.0252144520621007
143,ROP,39.51,0.54,1.17,34.68,0.92,1.23,25.0,0.63,1.03,30.742999184862242,8.133294260497802,1.1313509694599952,1.1112522974467471,1.0292690692200337
144,FCX,49.86,1.13,1.0,46.88,0.98,0.95,43.33,0.58,1.02,3.045495817575184,1.9092203082706614,1.0955311693032517,0.9411292259614604,1.0363928458448841
145,APD,45.39,1.01,0.75,43.61,0.94,0.84,21.05,0.94,0.84,13.399301399872495,15.818175699358925,0.9018061103921678,0.9164191001331607,0.9737784737981666
146,FDX,50.0,1.28,0.99,47.89,0.92,1.54,36.0,0.94,0.91,27.96176153652051,12.324621541771492,1.0143644326815922,1.037257659703416,1.0607631063220329
147,NXPI,57.61,1.72,1.04,56.41,1.11,1.26,62.07,1.11,1.13,16.832501296754636,8.470929644672276,0.9323613418427321,0.8689584468092952,0.8989655618626609
148,ADSK,54.37,1.7,1.0,47.01,1.08,1.13,54.17,0.89,1.21,9.66784574748548,11.380871175014276,0.9129387131731456,0.8184967713836221,0.7607320610397535
149,PXD,47.69,0.84,1.27,47.59,0.98,1.0,42.31,0.8,1.01,15.380441342508714,4.620942539500434,1.2460449928572175,1.3196858178687794,1.3218025158131863
150,GM,56.21,1.63,0.64,53.59,0.95,0.86,41.18,1.09,1.18,3.6924230481150997,1.591060602985525,0.5892379383626776,0.471256696039963,0.5559826265529321
151,MSI,46.44,1.02,1.32,40.0,0.96,1.22,40.74,0.82,1.02,15.867405075215963,7.2113750373385646,1.262160315981933,1.2459997965170069,1.1059415146526326
152,NSC,48.87,0.97,0.89,49.65,0.96,0.92,38.1,0.93,1.14,18.465108335960306,8.711589978654834,0.7991156564423983,0.7106499575592866,0.7314346979845735
153,PCAR,45.83,0.88,1.82,48.44,0.95,1.36,33.33,0.98,1.13,7.640827669849694,3.5406480686770325,1.6102614617753808,1.552391271166133,1.448122413249544
154,CTAS,46.03,0.86,1.42,45.74,0.95,1.22,37.5,0.89,1.12,32.230439583153284,20.963125879598564,1.3622162777332307,1.2554901424971499,1.116466003942917
155,EMR,43.53,0.54,1.13,42.18,1.02,0.94,52.17,0.74,1.17,5.679562425911798,3.2618820349892856,1.0432153089913092,0.9737189429790444,1.0453045415282682
156,LULU,49.06,1.03,1.11,41.67,0.98,1.23,45.83,0.82,1.03,37.26360008047908,17.516566088365806,1.1331633204859382,1.0160314914538318,0.9087689146978444
157,MMM,47.1,1.14,0.52,51.52,1.03,0.82,44.44,1.19,0.91,10.008371271647762,5.896962108980934,0.6101580395521252,0.535948097383109,0.5597630031019604
158,COF,52.71,1.21,0.93,49.67,0.98,1.23,41.67,0.88,1.17,8.657943189660994,5.932796333943605,0.8750170947784705,0.7332465420452089,0.7152939402722033
159,ECL,43.77,0.98,0.88,35.88,0.96,1.28,36.84,0.81,1.07,13.090435883169597,2.8815619598032605,0.8664140482679922,0.8008188664272741,0.786053417393252
160,AJG,46.24,0.9,1.43,38.02,0.99,1.25,44.0,0.77,0.98,19.143125430309517,7.245806816145527,1.4022096585903976,1.4579874818696514,1.3224246430404658
161,TFC,50.67,1.24,0.6,50.78,0.96,0.79,42.86,1.04,1.08,6.9821290721377105,1.2431448042564486,0.6174790198061647,0.520672261214056,0.48084034639246326
162,HLT,48.33,1.13,1.33,47.41,0.94,1.22,38.46,0.96,1.15,9.202791582717879,7.335757857608892,1.2622826328310865,1.1574388580491672,1.032499497753106
163,AIG,51.5,1.19,1.26,54.2,0.93,1.07,23.81,0.99,1.05,4.582521360601734,1.295467868316633,1.2324265005630806,1.1723571033012627,1.0551396829016382
