,ticker,winrate_4y,return_4y,buyhold_4y,winrate_1y,return_1y,buyhold_1y,winrate_td,return_td,buyhold_td,std_1y,std_3m,return_1m,return_3m,return_6m
20,MRK,41.54,0.7,1.28,45.05,0.93,1.19,26.32,0.9,1.0,5.4537437941250735,1.3145908184041921,1.2557598423632423,1.3213235503799503,1.3936274920001215
21,ABBV,44.24,0.75,1.38,41.6,0.93,1.07,36.0,0.81,1.02,8.438570608229895,4.173241836011218,1.2660030744696749,1.4057163678063385,1.254771262730607
22,ADBE,52.66,1.49,1.1,49.33,1.05,1.82,54.55,1.03,1.19,83.52352015580682,34.76936917202084,1.0417152181740224,0.9395093902268145,0.8427386205839579
23,CRM,51.26,1.23,0.93,45.0,1.0,1.38,54.17,0.73,1.22,30.096745125011577,17.60946659742857,0.7921404403797758,0.7911101618699482,0.7848180516922451
24,AMD,58.84,2.82,1.32,53.25,1.23,1.84,60.71,1.17,1.25,19.57271701848928,9.761785824973874,1.1471368599956235,1.0055004930892566,1.0873195128457995
25,CVX,39.47,0.37,1.36,38.85,1.0,1.01,40.74,0.59,0.89,9.245031167055764,9.25653324670205,1.3602871638933176,1.5796334806024122,1.441904387961268
26,NFLX,60.68,2.91,0.72,57.75,1.02,1.7,52.0,1.67,1.21,58.88655542035392,39.43472545505509,0.700398539448252,0.6212882522539049,0.6655219870687885
27,WMT,45.14,0.82,1.11,38.05,0.97,1.22,39.13,0.75,0.97,2.7333928941871544,1.5597080799691387,1.227345900557529,1.196164478618681,1.1400234276352614
28,BAC,46.65,0.91,0.7,47.14,1.02,0.85,50.0,0.92,1.18,3.2646906749872953,1.800633238294214,0.6264133875684006,0.650384428651188,0.6322930418957613
29,PEP,33.21,0.42,1.11,29.13,0.93,0.99,27.27,0.68,1.05,6.63787144571343,3.304570058689255,1.1103978313512426,1.1872394548323069,1.239989480736599
30,KO,34.38,0.39,1.11,30.89,0.92,0.97,23.53,0.66,1.11,2.269632225813914,1.905126517684586,1.0725319958800121,1.098342072832256,1.1652222370108414
31,ACN,45.43,0.71,1.05,47.62,0.98,1.2,39.29,0.86,1.1,20.814778193684838,15.347254257068236,0.9708108071576638,0.971579754019606,0.9450356933268704
32,MCD,38.65,0.47,1.18,33.88,0.98,1.06,40.0,0.7,1.16,13.520917915031292,13.133237441488799,1.0977897841405915,1.132534050396441,1.1960687804131958
33,TMO,40.06,0.63,0.87,36.02,0.95,0.95,45.45,0.65,0.99,25.68708260056667,20.89812091332672,0.7783975486041042,0.887826128997761,0.9238126758197344
34,CSCO,43.99,0.57,0.9,41.04,0.91,1.33,33.33,0.73,0.92,3.6144888195201412,2.404987939595796,0.9550192147331438,1.0259645642585387,0.934722988033122
35,ABT,45.77,0.82,0.92,45.04,1.0,0.95,52.38,0.85,1.1,4.86873933043945,4.547169045413135,0.8266310250771252,0.8715913220046346,0.9341560456138782
36,LIN,33.02,-0.0,1.37,30.3,0.93,1.37,33.33,0.53,1.09,28.63728985780204,16.05365918671626,1.3422087030279755,1.3011785792269994,1.2511836666856913
37,CMCSA,46.96,0.73,0.75,46.76,0.94,1.49,44.0,0.75,0.98,4.419210709155105,1.1426268394385997,0.730586388617626,0.8036625929542764,0.7145624436846845
38,INTC,56.35,2.2,0.83,51.82,1.23,1.41,64.52,1.37,1.23,3.3452647182129795,3.6926072408644988,0.7086190732456512,0.7041705494203393,0.6063021060593301
39,WFC,48.93,1.17,0.96,50.36,1.03,0.95,44.44,0.87,1.16,2.9895207820162417,2.0181650581699953,0.8500834286079711,0.9055463122232734,0.8561301534007836
40,VZ,43.7,0.86,0.69,43.41,1.04,0.84,52.17,0.83,1.22,2.5184263804044846,2.5879568174352325,0.6571271472718825,0.6151164889332137,0.6576774826272411
41,ORCL,47.37,1.15,1.26,44.36,1.0,1.74,42.86,0.94,1.05,16.04443469777687,5.01675405113837,1.2476773875965173,1.2264728571920576,1.3179582975900903
42,INTU,53.97,1.86,1.1,49.24,1.0,1.36,42.31,0.95,1.1,47.00332216436746,30.643822282519572,0.9978063504945868,1.0031124669647988,0.8452986162464871
43,DIS,52.15,1.18,0.53,48.99,1.05,0.85,51.85,1.01,1.11,7.696322221065281,5.074153435170952,0.5122272614899922,0.4869136724464686,0.5067865388835209
44,AMGN,43.98,0.88,1.28,45.95,1.03,1.17,37.5,0.98,1.02,19.60893406404458,6.968139334679579,1.2588029909992158,1.2420938031642146,1.0840177617316975
45,IBM,42.66,0.87,1.19,36.11,0.95,1.2,36.36,0.78,1.15,8.279607021977286,7.95679326530365,1.0821697488512816,1.060175546434912,0.9584618374431049
46,QCOM,50.94,1.29,1.07,44.74,0.96,0.92,38.1,0.76,1.23,7.432231101727866,9.316427972818124,0.9711440418693614,0.8841057090820247,0.9127264380149527
47,DHR,46.37,0.83,0.83,40.54,1.02,0.91,53.85,0.59,1.02,10.73643583842017,11.36764468528586,0.7380656709899494,0.8472555870335998,0.7891960073325327
48,NOW,56.75,2.14,1.11,51.25,1.04,1.4,53.85,1.05,1.26,73.86043584566737,55.407189257380814,1.0078778541394435,0.9133119026459264,0.8680970129658517
49,CAT,52.81,1.28,1.36,52.59,0.98,1.5,40.74,1.02,0.98,25.43083341779287,11.74336187643586,1.255428561916599,1.4594285841112014,1.2329350459111201
50,PFE,49.62,1.27,0.68,45.22,1.08,0.78,66.67,0.98,0.86,5.402974796285897,1.313211479738524,0.6847826028169989,0.7948960215555636,0.915170128107847
51,UNP,46.56,0.75,1.11,37.86,1.0,1.03,59.09,0.7,1.15,10.440563623362996,9.367187441530607,0.9972852916087779,1.0151449857469816,0.9685669092482491
52,TXN,48.9,0.57,0.83,42.18,0.95,0.99,52.17,0.65,1.02,7.7585707265446056,5.16357362556491,0.7523725574762398,0.8398493796690099,0.8903961240724942
53,SPGI,46.06,0.59,1.0,43.31,1.0,1.2,40.0,0.65,1.16,28.617830367526235,27.068237970218956,0.9286806224543561,0.9162373498455924,0.9132265090096234
54,GE,54.4,1.43,1.47,59.09,1.02,2.21,50.0,1.26,1.08,19.462181518406773,5.185992750222578,1.4106874119277488,1.423509660288586,1.2800230123330267
55,PM,41.08,0.81,0.96,37.96,0.97,1.09,37.5,0.7,1.01,4.41106266573377,1.6141217268621666,0.9337068219720865,1.0059134733731043,0.9927378674896292
56,AMAT,51.82,1.51,1.21,48.7,0.94,1.7,42.86,1.05,1.11,19.18146977735268,7.194693910559946,1.1692043174018574,1.095260375189618,1.0847192178045169
57,UBER,63.73,2.8,1.37,60.31,1.18,1.63,66.67,1.15,1.36,7.477947834637918,6.304071981311325,1.1453628804953468,1.0197324643529466,0.9386099715064449
58,HON,44.48,0.58,0.93,42.15,0.96,1.08,36.0,0.73,1.09,10.637366564448957,6.075693700687715,0.8645929605573178,0.9014463453248137,0.9301408898621291
59,ISRG,53.98,1.63,0.96,49.24,0.97,1.57,44.44,1.08,1.07,36.97791462231736,19.201321152926578,0.8558184770446463,0.903353854671352,0.9925772952626238
60,COP,45.4,0.9,1.56,46.43,0.94,0.97,31.03,0.88,0.97,9.541741078247567,4.197837663864392,1.6082531048592317,1.73539659182103,1.4140526356935033
61,RTX,41.28,0.66,0.92,40.77,0.95,0.83,13.33,0.76,1.17,7.823867097345702,3.7380675937934105,0.9245942025545745,0.8473850233405121,1.0924255729871282
62,T,51.92,1.35,0.8,51.2,1.07,0.97,57.14,1.11,1.15,1.9843145602001253,0.7718255524536355,0.7542200702290894,0.7304994242987478,0.7542200702290894
63,GS,47.1,0.93,0.91,43.97,1.06,1.04,60.0,0.87,1.13,20.874031982456398,17.701890400538705,0.8473341948907399,0.8898680943903691,0.8283351613347717
64,NKE,48.08,0.96,0.79,42.04,1.1,1.11,54.84,0.58,1.22,11.77599620381064,5.411469024989657,0.6971764503378302,0.6390338407991578,0.7390605789008302
65,LOW,48.88,1.01,1.01,44.83,1.01,1.01,56.0,1.02,1.03,12.42117247879572,6.654056675791852,0.948940090486029,1.0658442094626004,1.0516473433744384
66,BKNG,48.92,0.91,1.38,44.29,1.07,1.81,58.33,0.64,1.1,420.1438457582011,156.92748615100453,1.2823905573346623,1.2984738827636428,1.1009562008518634
67,NEE,48.39,1.43,0.75,44.17,1.06,0.65,56.0,1.08,1.19,6.350073505326898,2.7664309572200114,0.6857070671631469,0.858580711896969,0.9452691756443397
68,BA,51.83,2.11,1.11,48.84,1.07,1.44,46.67,1.23,1.32,23.61357444788957,20.433563768012654,0.9114160723419725,0.9140005204116052,0.9161839510201162
69,PLD,51.37,1.31,0.96,45.52,1.09,1.09,60.87,0.9,1.12,6.7220712504044124,6.356503198494735,0.8105671368311962,0.9707348181656952,0.9385430940100352
70,MDT,42.09,0.67,0.63,39.16,1.06,0.92,52.17,0.77,1.05,3.8252922026991176,3.396724236601883,0.5729729736286163,0.6581876076560305,0.6948330806172265
71,ELV,53.41,1.22,1.27,50.89,0.89,0.96,48.0,1.06,1.06,26.985660185734286,11.696970818237759,1.2351493233193518,1.1851693633733171,1.204310024945088
72,AXP,47.06,0.79,0.96,42.57,1.01,1.07,46.15,0.63,1.13,10.595680274622067,9.24766167155784,0.883154046630812,0.9134241811650342,0.9628061329577019
73,SYK,42.58,0.61,1.12,39.1,0.99,1.27,35.71,0.69,1.1,26.119277984457415,12.815475556410563,1.0737171199794635,1.117071172728871,1.1348623784947156
74,VRTX,52.92,1.6,2.01,49.56,1.1,1.22,64.71,1.15,0.99,23.084269426308577,10.149299452200987,2.140670160933206,1.9885882770670678,1.9668946074605058
75,MS,47.2,0.93,0.83,43.24,1.05,1.02,52.0,0.79,1.03,5.386307352442444,3.4913421193771486,0.7564516454035742,0.8942540505395105,0.8518145423339888
76,LRCX,55.22,2.18,1.32,51.28,0.99,1.68,35.48,1.26,1.17,96.77078396650819,47.104887225990744,1.211422851412175,1.1434610478458949,1.1150745959591413
77,TJX,44.18,0.59,1.39,35.2,0.98,1.37,40.0,0.53,1.02,6.090672884590351,1.1082273842808874,1.3997849567698895,1.4120719026193511,1.2514207125345878
78,BLK,47.63,0.81,0.9,43.12,1.04,1.18,54.17,0.63,1.16,44.36497355220102,53.525365444878084,0.7885857901999713,0.8284532182185401,0.8099620653251808
79,C,46.23,0.64,0.66,44.83,1.01,0.96,53.85,0.9,1.19,3.05898820809435,3.0051174105436838,0.5887219286032559,0.5878946657561464,0.6429064091122721
80,SBUX,49.34,1.24,0.89,42.86,0.99,1.07,54.17,0.87,1.06,6.064961830368337,4.986490902803689,0.933784425449458,0.8728913258291108,0.9097880005624485
81,DE,50.16,1.19,1.07,45.21,0.97,1.06,50.0,0.92,0.95,23.861859061731273,8.681287961900065,1.0930266943326652,1.2144609239422297,1.2287977532336913
82,PANW,53.21,1.54,1.89,51.35,1.14,1.45,62.07,1.06,1.22,35.508088675269455,18.642427963286572,1.6125654535930873,1.5132151721241085,1.5716267950228608
83,PGR,47.08,1.18,1.79,45.38,0.98,1.17,45.83,0.9,1.14,6.747494339397844,5.8760363576991805,1.7742712511362373,1.540214708178174,1.443786888259636
84,UPS,50.46,1.23,0.87,49.04,1.05,0.97,45.83,1.0,1.01,10.05099742077761,6.402679563501541,0.7690209805591628,0.8818389494968643,0.9538598910746486
85,MDLZ,41.85,0.73,1.22,41.27,0.98,1.15,33.33,0.81,1.13,4.839295859154112,3.295350508159673,1.1779704384638707,1.2214856089366755,1.2534420460419615
86,ADP,47.08,0.83,1.14,44.7,1.07,1.08,45.45,0.73,0.95,15.581399142244058,10.678292796926264,1.1108657842838812,1.2135846360704574,1.0816647027789854
87,REGN,49.61,1.14,1.54,44.83,0.95,1.16,50.0,0.98,1.01,39.166944402935385,19.874625960072564,1.4461789379196375,1.4966599622909333,1.415519990923943
88,CB,47.18,0.78,1.28,48.41,1.03,1.13,45.83,0.83,1.07,10.966813270445513,6.525619351040553,1.2674850570146436,1.222437956446022,1.1141307804154328
89,BMY,41.41,0.82,0.86,44.86,0.99,0.81,47.83,0.97,0.9,5.966700676912865,2.9415613752762546,0.8478444671541998,0.9903634880791197,1.1039729732413988
90,ETN,45.0,0.85,1.55,43.57,1.07,1.54,46.15,0.94,1.12,25.220413645221754,11.708979745662173,1.4714400066579407,1.4488298416973713,1.2931377311049408
91,GILD,41.6,0.72,1.19,38.6,1.02,1.16,63.16,0.78,1.07,5.033258470614107,2.067161925910482,1.1117210476086659,1.1219584723235796,1.1589020599704356
92,ADI,51.45,1.02,1.15,45.58,1.0,1.2,56.0,0.74,1.09,14.455721868081765,8.761233029035319,1.0319889260513866,1.0867751498290041,1.125415771334255
93,MMC,39.1,0.66,1.29,31.06,0.99,1.27,41.67,0.61,1.03,12.23148682805849,4.258825415124708,1.295263406659582,1.2794745976301383,1.1817005503492173
94,CVS,45.96,1.02,0.88,47.9,1.0,0.79,47.83,0.98,1.06,11.280773003021269,1.9421040188465222,0.8106169721008984,0.8452893049278555,0.8298661426185973
95,LMT,45.28,0.9,1.3,42.37,0.91,0.99,35.0,0.9,1.13,22.510151290228745,8.222769951405944,1.2797411898757638,1.2361178586673256,1.3326527467312186
96,MU,48.59,1.39,1.1,42.14,0.95,1.32,43.48,0.81,1.11,5.715803633291769,4.008721914155543,1.060709202543218,1.0,0.9397163120567376
97,SCHW,46.93,1.36,0.84,44.37,1.09,0.69,57.14,1.11,1.24,11.895266233785899,4.165193460100015,0.7109354150154322,0.7623188332957225,0.7010539922891852
98,BSX,44.56,0.74,1.3,37.5,0.99,1.31,45.45,0.63,1.06,4.017323986129149,2.181630378375618,1.2655513860142085,1.2488219065738904,1.2874646832637162
99,AMT,48.67,1.41,0.78,41.48,1.09,0.82,56.0,0.97,1.29,15.69524588646905,17.805485153995285,0.6940843076541158,0.6786241053233133,0.7047061095375193
100,BX,51.75,1.94,0.98,47.22,1.15,1.22,72.73,1.05,1.07,9.676930544631915,7.092989005491818,0.851232518379392,0.9961676263272529,0.7764132156187485
101,CI,52.23,1.4,1.5,50.0,1.15,1.0,65.0,1.08,1.05,23.905536964962568,16.752378404912527,1.4603773785035932,1.4167825470965494,1.3670804116994155
102,ZTS,52.29,1.15,0.96,45.07,1.05,1.19,62.07,0.83,1.08,13.910051857738978,8.225704152119004,0.8593606640609861,0.914435446182868,0.866130499068636
103,FI,41.78,0.66,1.24,37.23,0.96,1.16,38.46,0.63,1.17,9.585655396266374,7.053763315284386,1.125347170304661,1.1220144483870595,1.1159045052911003
104,TMUS,47.55,0.94,1.27,42.25,0.99,1.01,40.0,0.73,1.14,5.501027935823561,5.220215367392154,1.1739234842312767,1.1228867292281066,1.0712918237897051
105,SNPS,52.17,1.21,1.9,46.9,1.02,1.54,51.85,0.89,1.17,55.1271741608862,31.063957143368366,1.7824441588670077,1.5681268116398108,1.4526333595249432
106,KLAC,54.57,1.69,1.69,51.75,0.97,1.49,48.28,0.99,1.19,56.87331966517508,35.48619717195754,1.5948132188475037,1.3782265936780347,1.4110436535960629
107,CDNS,53.29,1.45,1.79,46.76,1.04,1.54,56.0,0.85,1.1,30.27487049374931,12.897873681097446,1.7571399417096203,1.5766592853043981,1.5112175611070235
108,EQIX,51.59,1.35,1.05,46.81,1.03,1.34,50.0,0.98,1.1,66.62036938342115,37.3217354584571,1.003249662109179,1.0123672336604865,0.9827910363995401
109,SO,46.21,0.91,1.15,46.34,0.98,1.01,46.15,0.93,1.1,2.9781034947922316,1.9845249748122773,1.0850788728289005,1.1432483947507162,1.14888819648727
110,CME,41.35,0.78,1.09,30.89,0.99,1.25,45.83,0.67,1.02,11.042388053977763,2.8647396506752427,1.0945945634026053,1.0414985650645143,0.9182129859737942
111,DUK,48.86,1.09,0.95,50.39,0.98,0.98,47.37,0.98,1.1,4.837342915478245,2.0971332634084536,0.8687231529773985,0.9479884278755247,0.9074573543723964
112,ICE,46.58,0.89,0.98,41.86,1.0,1.23,57.89,0.72,1.05,6.55233053351902,2.7452692809862995,0.9202235939797565,0.9814532316442572,0.9373306113556248
113,SHW,48.85,0.99,1.0,47.83,0.99,1.24,42.11,0.82,1.14,19.547499720950725,17.212736122849243,0.8714560396135641,0.8922565232188242,0.8453353534530357
114,ITW,42.68,0.66,1.18,47.02,0.96,1.25,31.82,0.76,1.07,13.97657145472923,8.01952817923586,1.0921281792853519,1.118477429441472,1.1385686590946849
115,MO,40.86,0.68,0.9,39.5,0.98,0.98,34.78,0.77,0.98,1.3661464302497703,1.0846202665440323,0.8663634738219385,0.9389213817053821,0.9478016040071425
116,CSX,45.61,0.76,1.06,45.32,1.01,1.15,48.0,0.79,1.07,1.526183776559663,1.2181014985015273,0.9688196139764292,0.9895004797804055,1.0534521250036109
117,SLB,47.47,1.32,1.61,48.91,0.92,1.31,25.0,1.14,0.88,4.98529180994638,3.241817798801526,1.7652827633422434,2.0009806727410013,1.5312193500798417
118,BDX,44.79,0.88,0.98,40.31,0.97,1.18,27.78,0.77,0.89,15.457039095678892,11.727640175083662,0.994637101735164,1.115709084245049,1.088298157659158
119,CL,40.16,0.69,1.04,33.88,1.01,1.01,47.37,0.69,1.12,2.6865950334499464,2.743307003368374,1.0205589736218956,0.992340772522861,1.0481053738126613
120,WM,43.25,0.69,1.16,34.23,0.97,1.0,31.25,0.65,1.12,5.922487742976707,6.488467100546777,1.1457457153709,1.0665999020423458,1.1138471595844233
121,MCK,49.22,0.92,2.33,50.85,0.96,1.28,36.36,0.93,1.04,27.94932992147422,5.85130701618845,2.3743316100801306,2.1556351826936297,2.104782508756753
122,EOG,44.58,0.86,1.37,46.9,0.89,0.95,23.33,0.92,0.99,9.956895097347864,4.55329695701355,1.4128587797295655,1.5141217817816186,1.2428243616119343
123,PYPL,56.88,2.29,0.23,54.73,1.06,0.64,61.29,1.3,1.02,8.11822476856907,2.4089521654640076,0.20907169196894398,0.24193734423746818,0.2635787096043859
124,CMG,48.71,1.25,1.25,48.61,1.01,1.23,43.48,1.11,1.26,237.93026942572726,170.10855258551356,1.1750212758606176,1.0591436575323816,1.120429275130645
125,ANET,55.27,1.68,2.57,54.36,1.04,1.67,48.15,1.22,1.17,24.425915151091687,13.891139960197343,2.3831136592334454,2.1081739378249003,1.736676585275509
126,USB,46.75,0.98,0.66,48.28,1.16,0.79,63.16,0.93,1.27,5.875399743147033,2.9628591129598356,0.5547397535017228,0.5669766598289666,0.5258606471006123
127,TGT,53.67,1.41,0.6,49.62,1.04,0.69,57.14,1.05,1.3,17.659310162155915,11.335041399577753,0.47152401214158673,0.5244331060741997,0.5817806328441347
128,PSX,48.62,0.98,1.63,42.57,1.02,1.18,48.15,0.74,1.16,7.865654759930756,5.589193117170569,1.475759583422228,1.5830639866038285,1.174014212669648
129,NOC,46.64,1.24,1.29,45.9,0.96,0.85,31.58,1.06,1.13,35.963695851632785,10.956026715558865,1.2554882630920805,1.1909808132322264,1.238401620827595
130,MPC,50.49,1.01,2.27,50.77,1.02,1.34,52.17,1.08,1.0,13.361435400838882,3.2613720966612845,2.3203161186851533,2.4717785982275196,1.761580998718503
131,ABNB,55.63,2.61,0.87,58.0,1.13,1.16,71.43,1.66,1.13,16.507640109403248,6.968406013906492,0.7232608811028787,0.8653028912134701,0.7767390725853921
132,MCO,46.15,0.64,1.06,42.76,1.02,1.29,55.56,0.7,1.19,28.096020090084625,24.171224960371266,0.9665991475206894,0.9662895750415712,0.9450165786582021
133,ORLY,49.43,1.04,1.59,46.28,0.99,1.27,44.44,0.77,1.07,62.57336577381073,33.583243710173825,1.6390507075365088,1.529492088894639,1.5347585584524983
134,TDG,48.45,0.85,1.54,47.14,0.99,1.59,50.0,0.77,1.17,109.23789514218005,65.00634798454355,1.5390992736847005,1.3483913763820592,1.318171938130967
135,HCA,47.77,0.82,1.08,41.35,0.95,1.22,48.15,0.52,1.07,23.271649446316328,10.642848616880542,0.9460326803329832,1.0518284154164044,1.2109744278613148
136,APH,43.35,0.65,1.28,37.86,1.0,1.19,48.28,0.71,1.14,4.650653288738134,4.550111698560102,1.1579301111013374,1.1560531919899024,1.0866068780135547
137,PNC,47.77,0.87,0.7,46.48,1.14,0.8,56.0,0.8,1.17,17.558012548450726,9.107829459236378,0.596538456767108,0.621876387296657,0.615691550996616
138,GD,42.86,0.77,1.27,39.53,1.01,0.98,50.0,0.77,1.15,13.196191361285699,6.039849735549804,1.244701197710196,1.1320649863005092,1.0822062625407978
139,AON,44.69,1.03,1.13,39.17,0.98,1.2,36.36,0.72,1.01,17.306195309359474,6.576422266487853,1.1417179035406446,1.161259387914747,1.1409650948687233
140,PH,46.86,0.85,1.5,46.43,0.98,1.54,42.11,0.9,1.12,44.27169011971742,24.917352380746546,1.4366992846756683,1.3559634926392572,1.2708433467937936
141,MAR,51.62,1.51,1.39,52.94,1.03,1.39,48.28,1.07,1.1,17.575643427503795,7.968627230522337,1.2719377483823366,1.2910447087224435,1.130275345354767
142,TT,43.55,1.01,1.34,39.44,1.13,1.4,54.17,0.84,1.16,14.595474316800955,15.81813245310811,1.2648782650660761,1.1481627193665882,1.0418169413145468
143,ROP,40.28,0.6,1.21,35.94,0.96,1.34,34.78,0.57,1.09,32.036672929614525,19.70425031847562,1.15685837337414,1.1169389359574036,1.0338330618117881
144,FCX,50.56,1.26,1.18,46.06,1.09,1.27,53.85,0.51,1.03,3.6777945390044993,1.5100183833257803,1.0381987426426398,1.2481365737408805,1.233540381353618
145,APD,46.65,1.04,1.03,38.06,1.1,1.21,64.0,0.87,0.94,18.365704915782803,9.61634911585133,1.031164929219567,1.1653957341168657,1.120574360270106
146,FDX,50.47,1.34,1.21,43.54,1.03,1.67,58.33,0.85,1.05,35.37701310880169,10.373780576575681,1.0941721795819348,1.1116065381123748,1.0386141179754003
147,NXPI,57.14,1.67,1.15,56.17,1.11,1.31,70.37,0.98,1.11,20.045987142095928,12.004977761708904,0.9645670908943818,1.0399728028395376,1.0157594788745046
148,ADSK,55.16,1.72,0.82,46.76,1.06,1.08,68.0,0.98,1.08,10.085842055105367,8.371710457581308,0.7612870415963707,0.7736792368018225,0.7489672755991085
149,PXD,46.15,0.65,1.23,48.97,0.91,0.92,34.62,0.85,0.94,18.240691920802444,8.083181235247995,1.2969333742895452,1.293031381062079,1.1001868270768191
150,GM,56.93,1.77,0.62,50.65,1.05,0.92,60.71,0.95,1.09,2.944724086587377,1.9551769647042367,0.49503127609485637,0.6135443514716314,0.6746411436229305
151,MSI,47.75,1.06,1.41,40.6,0.99,1.2,40.0,0.82,1.18,17.384303411030693,18.239112907648487,1.3331037540483222,1.2373530314286902,1.2213371828374988
152,NSC,49.2,0.95,0.87,46.94,1.09,0.89,66.67,0.79,1.16,18.148797476447168,12.242869805366666,0.7802383311140489,0.8000705705539579,0.8627028342749219
153,PCAR,47.4,0.96,1.8,47.29,1.01,1.5,45.45,0.77,1.12,7.72712273929189,4.225786290880335,1.6127612322688971,1.5821415377160526,1.432159869805098
154,CTAS,45.03,0.82,1.43,41.98,0.95,1.24,50.0,0.78,1.13,29.46523515287852,22.326694471554834,1.3685594262555216,1.313589313388381,1.2435115003799413
155,EMR,41.3,0.44,0.94,42.07,0.98,1.22,40.74,0.67,0.94,6.130634055150582,3.2050389416083394,0.9069961817071129,1.0432551016779794,0.9155843642164788
156,LULU,49.53,1.08,1.27,38.62,1.1,1.23,57.69,0.61,1.37,32.55076795382294,30.62036092502409,1.0500101130976296,0.9639655576789303,0.9517526090408633
157,MMM,46.28,1.05,0.58,47.06,1.04,0.82,50.0,1.0,1.17,10.4798281911058,4.972903034692071,0.5210816274851718,0.5680233761073517,0.5645940946051758
158,COF,52.28,1.18,0.7,48.39,1.07,1.0,61.54,0.85,1.27,8.470484907233129,8.006059333022959,0.6185988738232364,0.6079895749696533,0.6336534073530505
159,ECL,42.9,0.96,0.9,39.42,1.01,1.18,40.91,0.9,1.14,14.606851064376457,11.841746404021002,0.8349659292985256,0.8199458661053034,0.8390241208153281
160,AJG,47.08,0.9,1.61,40.62,1.01,1.33,52.38,0.74,1.06,16.345613632321847,7.177993951180656,1.6315442215465548,1.5351332976005367,1.40151464451796
161,TFC,50.81,1.19,0.57,51.45,1.13,0.63,65.0,1.01,1.26,7.408482478175339,2.0767982138800565,0.486894508557123,0.4756138131532384,0.5077969679864118
162,HLT,48.67,1.09,1.27,44.06,1.06,1.25,63.64,0.85,1.17,8.262481722560857,8.647814324016284,1.1640071425327034,1.0973881975695998,1.009445490692084
163,AIG,53.0,1.22,1.15,48.15,1.08,1.22,60.0,0.71,1.09,4.485404594056973,2.0187995749678653,1.1093124229051021,1.0736292338740065,0.9742384765433969
