,ticker,winrate_4y,return_4y,buyhold_4y,winrate_1y,return_1y,buyhold_1y,winrate_td,return_td,buyhold_td
58,HON,57.4,2.3019999999999827,1.127250332266401,55.81,0.9525332109154467,0.9950485939850701,43.48,1.175891294730985,0.9857722403584939
59,ISRG,61.02,3.7809999999999815,1.9859186789397387,60.15,1.0036794649834975,1.225851892541956,47.83,1.4438264557081188,1.2193058328713333
60,COP,55.42,3.32599999999998,1.7146880367139952,54.17,1.0289288147185394,1.0374977954589821,57.14,1.253701572916246,0.9393396022065635
61,RTX,57.3,2.7599999999999865,0.9389969340040478,55.2,0.9875763098425154,0.8451011931332422,55.0,1.1738964766094684,1.0585212253301244
62,T,62.85,2.95499999999998,0.5855632222015908,64.06,1.1103025765849361,0.9012539472352015,56.67,1.5922059914638123,1.0026117282350262
63,GS,57.55,2.8179999999999845,1.6756843838306912,58.78,0.981040504110386,1.1167672538411157,44.44,1.4741487412378436,1.0164095025816324
64,NKE,56.74,2.455999999999978,0.96565934004239,54.9,1.0824546678630567,0.8790529152425939,65.22,1.2561932520712173,0.9459822885704794
65,LOW,59.48,2.9129999999999856,2.0260033499166346,58.46,1.0570302823967972,1.0857043277180878,70.0,1.448542441048044,1.1415178436967228
66,BKNG,58.89,3.5039999999999867,1.6781910511398896,57.97,1.103658530740439,1.649210664708396,63.64,1.2685560159076616,1.0167191215930256
67,NEE,60.19,3.5209999999999892,0.967792920866876,59.13,1.0949139028845112,0.7287253077470639,61.9,1.5607983904441625,0.9379738487402115
68,BA,63.23,5.08999999999998,0.6014845174378296,62.41,1.165873873314105,1.2362993285278587,62.5,1.5270794174478102,0.820589524379467
69,PLD,58.9,3.069999999999988,1.5118582077998204,58.82,0.9829264787138987,1.1509917593275643,45.83,1.4791758751290964,1.0354351811875924
70,MDT,54.97,2.4119999999999875,0.7542149759497869,53.68,0.9931716410320868,1.0230949127948064,50.0,1.3071320346324855,1.0323317612989777
71,ELV,62.71,3.3239999999999785,1.7121732322769232,69.57,0.8670920968592459,0.986383454523943,33.33,1.3093897180361735,1.0578992442915378
72,AXP,60.16,3.321999999999981,1.7979133789394788,54.3,1.062693387660543,1.2508968111926984,58.33,1.2550584540711252,1.2023400357785503
73,SYK,53.09,2.5759999999999845,1.7137029155433763,43.08,0.9772272016946846,1.173234601534944,47.83,1.0754895169770582,1.2219329958826082
74,VRTX,64.29,3.1809999999999845,1.8954033019549774,64.29,1.075725059999785,1.4325908130201104,58.33,1.5387041307127558,1.0059653094835879
75,MS,55.93,2.64599999999998,1.7017577334976535,55.94,1.0732586231874732,1.0836699350528542,70.0,1.3428165872330284,0.947992533802259
76,LRCX,63.4,5.595999999999989,3.2741524224032927,54.79,1.1011026841233793,1.7736590516232233,50.0,1.7116474551767311,1.3092966698887787
77,TJX,58.85,2.5799999999999814,1.5708686203721647,55.37,1.0246908023817012,1.1680440529223561,72.22,1.0835534687330721,1.0490730659733818
78,BLK,56.8,2.8529999999999824,1.6627380115922799,56.13,0.9862007942610176,1.1086022450858626,43.48,1.2358964176820963,1.0677867329041244
79,C,56.2,2.59799999999998,0.7215182342536279,53.96,1.0378980983505768,1.1294719324870055,47.83,1.2767287286850184,1.0720544690985339
80,SBUX,59.28,2.8609999999999784,1.0257232464889585,60.58,1.0138606877021559,0.896706863774698,70.0,1.4089696266132652,0.9773141111551105
81,DE,58.14,3.161999999999983,2.1349758297482495,63.45,1.0201965960429038,0.9467034883850813,44.0,1.5236011418123216,0.9528282893406178
82,PANW,58.36,3.551999999999987,3.5482410272631566,64.29,1.1535263672601643,2.0854628802458146,60.71,1.7219705945918822,0.9777986670784397
83,PGR,59.0,2.5119999999999822,2.645317638735233,62.88,0.9216453299704672,1.2315604855047906,50.0,1.5181488986932576,1.2048783986622165
84,UPS,59.01,3.037999999999984,1.3145990476068463,62.5,1.1078522312772954,0.8940206413653872,64.0,1.4979669073594537,0.9739749205315763
85,MDLZ,54.46,1.8409999999999846,1.3299225646017625,60.17,1.0242193488419402,1.1065486681144947,52.0,1.3337864638999317,0.9843750455494018
86,ADP,53.64,2.083999999999983,1.4261002312789184,58.06,0.9365688259630875,0.9775525561698918,39.13,1.357655026366436,1.042449832734766
87,REGN,60.66,2.801999999999987,2.6280473867319296,61.16,0.9507440515309962,1.2457157182689267,50.0,1.3842776566039143,1.0573368340942773
88,CB,58.05,2.5679999999999836,1.5978303094914996,62.31,0.9926006411568031,1.0131462223140348,41.67,1.4014755204390466,1.0993772343804147
89,BMY,56.21,2.175999999999984,0.8595890602403782,60.91,1.0021602510225107,0.7265215687976057,38.1,1.3383871863093741,1.0318355820232499
90,ETN,55.7,2.6309999999999842,3.128993205381433,59.59,1.0596520290640052,1.504218504465804,66.67,1.578453651575587,1.277370214870714
91,GILD,55.51,2.139999999999986,1.1523743808518259,59.13,1.0698110134793581,0.9735672264768366,56.52,1.2646557775865352,0.8982390703764094
92,ADI,59.77,2.942999999999983,1.662644817273708,58.9,1.007455132891936,1.1667771536265994,53.57,1.29022171316599,1.0410007265205352
93,MMC,53.97,2.141999999999985,1.8335717235046802,54.4,0.9792449860568109,1.1238696922370632,36.0,1.181021500329794,1.0722349547165224
94,CVS,59.75,2.704999999999983,1.0220198824697835,63.25,1.0409870321709485,0.8789953851205909,57.14,1.3940228609088834,0.9296489242675974
95,LMT,59.05,2.532999999999988,1.0439165027713213,57.38,0.9945108088891805,0.9572297903823452,52.38,1.1805690474131412,0.9407344664914171
96,MU,57.01,3.799999999999978,1.7949752327993738,54.68,1.0605698395311407,1.519188102930666,52.94,1.3778279848657888,1.1898856638894721
97,SCHW,57.36,3.4949999999999886,1.4399086160470955,58.96,1.0091833514735913,0.8290341900315161,50.0,1.6945596967897054,1.0095465852743246
98,BSX,59.63,2.904999999999988,1.5043352957793994,53.23,0.9695892309292864,1.2438709710233957,37.5,1.1150369133957678,1.1747396303478779
99,AMT,58.21,3.460999999999985,0.9123398222622402,55.07,1.0697951562268728,0.9991324089433504,57.14,1.4878932228959383,0.9714938047995142
100,BX,60.86,3.8599999999999812,2.251785687037877,59.06,1.0038571261597076,1.6442763845648969,53.57,1.476376724608409,1.030649775617228
101,CI,62.0,3.834999999999983,1.69061921637201,64.96,0.948556601148963,0.9993555214395092,26.32,1.6187543933135915,1.131199354071739
102,ZTS,61.4,3.123999999999985,1.3557318838848949,52.99,1.1491591093452378,1.3196159939882666,80.0,1.3308031046881612,0.9427512642499996
103,FI,56.39,2.4799999999999827,1.3012803050761206,52.71,1.0166684535129367,1.303938908627271,52.0,1.1115764304172089,1.1493737584499526
104,TMUS,58.43,2.656999999999984,2.103620395205964,59.7,0.9765321174909349,1.1568304936789302,47.06,1.3293668725399441,1.0145607143613653
105,SNPS,60.39,3.6159999999999837,4.031885014858913,53.96,1.1464701479430728,1.5547627601287686,66.67,1.2787933011036619,1.1607636162537216
106,KLAC,61.69,4.912999999999978,3.942260292887289,64.03,1.133019529954213,1.4738184742302927,54.05,1.6170707611071329,1.277583644580326
107,CDNS,63.06,4.164999999999981,4.417779241589194,57.58,1.166230613090883,1.6510707840898058,70.97,1.2927014755702544,1.2091884622962368
108,EQIX,58.45,3.2429999999999874,1.554211156690908,58.21,1.0315765338577627,1.1916194242100697,47.06,1.3828846096924918,1.1417451656171533
109,SO,60.85,3.0219999999999856,1.1069373158544267,59.52,1.0510701126210122,0.9752434111054058,62.5,1.31023006625803,0.9774170993848995
110,CME,55.8,2.68399999999999,1.0484722226262888,51.24,0.9911212546382653,1.2301857565557481,45.45,1.190924807698039,1.064817995325012
111,DUK,61.81,2.9519999999999893,1.0510508604631867,63.71,1.0513271186789028,0.9332124781694926,59.09,1.434613782922927,0.9618850026708287
112,ICE,58.17,2.404999999999982,1.4696314310107534,62.4,0.998525228098365,1.2166842738087136,50.0,1.2297723695762621,1.114734457209616
113,SHW,54.94,2.5209999999999804,1.8201967171421853,55.04,0.980755321899442,1.2487100205091928,50.0,1.3221693266296448,1.1539913532325732
114,ITW,53.82,2.0719999999999805,1.4596057829540987,57.24,0.9391991812014542,1.1801013843608819,46.15,1.3211966500833738,1.0121177120818188
115,MO,57.55,2.5519999999999854,0.845557107584837,57.6,1.0461920862921925,0.915657387596849,57.14,1.2323100885417375,1.01364730932089
116,CSX,58.56,2.156999999999983,1.574495831557542,61.65,1.0245926280623232,1.1067774351637152,68.42,1.2801053094353216,1.1037219052662963
117,SLB,58.15,3.9659999999999815,1.243466461184657,58.16,1.0469506846156746,1.0054158370438089,57.14,1.4472468350746985,0.9579297229174977
118,BDX,57.67,2.243999999999982,0.9152721993153303,47.11,0.992035502251587,0.9509086041740348,46.15,1.0570650667417625,1.001081193103157
119,CL,54.9,2.0169999999999844,1.3007939977008622,53.98,0.9966127034762831,1.0135610477063248,54.55,1.2075653498575925,1.107522894391187
120,WM,57.39,2.015999999999983,1.804907659388058,53.7,1.0066113274019766,1.144668895662793,50.0,1.085414462316829,1.1659665327138764
121,MCK,62.06,2.8679999999999866,3.84896120370327,61.98,1.0543677897026384,1.265795035069797,61.9,1.2479560005589883,1.0955364626737818
122,EOG,57.58,3.689999999999989,1.3881633877205615,55.94,1.0605422994875684,0.9778063515384003,66.67,1.22338859059324,0.9439910400705581
123,PYPL,62.11,4.497999999999982,0.5378815635432237,62.14,1.055485139466076,0.8234110799101823,53.85,1.635339317041157,0.9518386083864997
124,CMG,57.79,3.155999999999985,3.1045277047386497,64.75,1.0165771201029798,1.6312996768625383,50.0,1.5406880505457639,1.2024355587422928
125,ANET,61.53,3.8509999999999853,5.45561534816096,63.19,1.0819119233956354,2.034082967389565,54.84,1.8733086896851692,1.1941591163152114
126,USB,56.26,3.2789999999999884,0.7419244760332884,59.57,1.0792839251314792,0.9539431025829553,55.56,1.5526232369869981,1.0154385929219207
127,TGT,64.66,3.470999999999983,1.3675055922494743,66.4,1.1129698665039962,0.9370089376617725,81.48,1.4986084934396646,1.2303310223058694
128,PSX,59.41,4.124999999999978,1.3714360498286886,57.14,1.0710174909771437,1.3338298855689334,64.71,1.3359762603714875,1.0960375257179444
129,NOC,59.96,3.00099999999999,1.224287307435153,57.02,1.0198390404354436,0.8929432717973298,50.0,1.3040692912225254,0.9668126482404452
130,MPC,58.49,3.3969999999999856,3.078996989448493,63.36,1.1360113687742288,1.377825991024388,70.59,1.581944535830929,1.1355373613225017
131,ABNB,63.17,4.86299999999999,1.1794614398072825,64.96,1.1251844301023493,1.5157799129533562,58.62,2.143655136668372,1.2309999081636354
132,MCO,58.02,2.7809999999999846,1.607353227811093,54.17,1.0392058712793575,1.3438809519001438,66.67,1.1685619137425385,1.0328731473867305
133,ORLY,58.24,2.658999999999984,2.4717834646545587,57.36,1.0909186141780105,1.1430195607216906,61.9,1.2254647583813236,1.1491824499757304
134,TDG,59.33,3.661999999999992,2.004897473216052,58.52,1.1192606952395856,1.5660711156487892,75.0,1.3599649955435087,1.1911352209147499
135,HCA,58.99,3.216999999999981,2.2095287288935905,49.62,1.037066550092951,1.1062359447230636,59.09,1.0646444793349277,1.2014029023779553
136,APH,55.75,2.2979999999999796,2.044129932778884,53.28,1.0301845102056086,1.2489359390640358,64.52,1.240078489282972,1.1619162426019027
137,PNC,55.81,2.782999999999986,0.9487187295941439,53.28,0.9979218219600487,0.9558419598350787,50.0,1.3928146619960553,0.9935711058949471
138,GD,57.82,2.31799999999998,1.511766154517391,54.47,1.036051979917055,1.0545632689674862,47.06,1.1684725933701343,1.0617837591626187
139,AON,56.26,2.7019999999999844,1.5263258682146006,55.81,1.0092850469123338,0.9514402347127571,47.37,1.1481541613354866,1.0912371573132866
140,PH,58.78,3.0649999999999817,2.5902715004903287,60.29,1.0072568606669443,1.544713404708561,51.85,1.3498956846995598,1.188692596541603
141,MAR,63.16,4.0519999999999845,1.6672471896157233,68.61,1.1007594026396288,1.480314930164007,73.33,1.624656445847612,1.136185184191855
142,TT,57.59,3.040999999999987,2.761935367555382,55.47,1.001384888786443,1.3804716209804633,56.52,1.4813196977323941,1.2091031517003337
143,ROP,54.17,1.924999999999984,1.50239644068348,48.36,0.9964465313192146,1.207232240194589,57.14,1.0087740109057477,1.0271468512756001
144,FCX,58.87,4.232999999999975,3.106429530584372,57.23,1.0893014348351087,1.0792307731432793,55.17,1.1963221021384691,0.9611384967510526
145,APD,56.57,2.8809999999999887,1.0842920489015833,60.77,1.0685390288453815,0.891973007884164,63.64,1.3615947257149816,0.9047109809656653
146,FDX,59.87,3.1559999999999824,1.6233190726704096,57.82,1.0534394902017867,1.390135077076438,61.9,1.3651504685780815,1.0041188995112864
147,NXPI,61.4,4.001999999999986,2.005498797576286,64.1,1.0598197365962503,1.4002277999166737,55.56,1.6791286401023422,1.1815068534262965
148,ADSK,61.92,4.398999999999978,1.3676940038114385,56.3,1.052358650179757,1.2455840963742353,65.52,1.444267348587327,1.1134072763448004
149,PXD,55.04,3.135999999999987,1.5822686012442255,52.45,1.0310748988829777,1.0324142372948606,47.37,1.2169677732607815,1.0442006487792705
150,GM,61.78,4.3229999999999835,1.0896200742143478,58.78,0.9800549375244758,1.0392044008126438,50.0,1.5016981158916671,1.1220584136462113
151,MSI,61.62,3.3169999999999824,2.0500060894058443,57.48,1.0404125658944383,1.2078134560029161,60.87,1.2332101043333945,1.0800641377766926
152,NSC,57.12,2.542999999999979,1.3159488987479466,56.62,1.0233665328016022,0.9392587062371047,64.0,1.338772841416735,1.1096064022333885
153,PCAR,56.12,2.318999999999984,2.1828400403661146,58.73,1.0408975155044682,1.478158984660536,54.17,1.4004898996913773,1.20688927974835
154,CTAS,57.9,2.7789999999999826,2.3210668302904818,59.12,0.9836374000611459,1.333641238880453,54.17,1.3124191919740609,1.078255274784408
155,EMR,52.17,2.0489999999999826,1.4473960123084642,52.08,1.0093122101427632,1.0048207827845292,40.74,1.237704638895754,1.1682509532512637
156,LULU,59.11,3.6339999999999817,1.9710711356431188,53.52,1.0960520181782614,1.5744905837900878,60.71,1.2285040615377372,0.920746150573447
157,MMM,58.61,2.7349999999999834,0.5261978320633636,66.92,1.0363979785595694,0.8789452549647301,60.0,1.6447629871579257,0.8711383312768155
158,COF,60.06,3.935999999999984,1.3495097440831803,57.14,0.9979704704502952,1.4103473528619135,59.09,1.3260001794215874,1.0419347003295578
159,ECL,57.53,3.178999999999984,1.1837364623790103,51.61,1.0651797382186836,1.3234508828670875,65.0,1.2333032139500535,1.142693255695982
160,AJG,58.33,2.4449999999999847,2.6327772437672863,54.03,1.0234224414397026,1.185833211162768,62.5,1.2375028047003416,1.115145266693479
161,TFC,58.74,3.6869999999999816,0.6644128050832944,61.24,0.9724284183315484,0.8363433578080689,52.0,1.4830643511348809,1.0227335488691371
162,HLT,59.49,2.8209999999999824,1.864624059652308,60.14,1.0145345021600387,1.4085576696066255,61.11,1.4040262354744604,1.146266479078735
163,AIG,62.46,3.7709999999999786,1.4517133308516015,64.62,0.9628590429066062,1.077983020356123,45.45,1.4077295281431907,1.086722006927726
164,AZO,61.51,3.0409999999999826,2.5921311410725023,64.66,1.1159014629675328,1.050313659200264,62.5,1.4521246466607844,1.1993347056708716
165,TRV,56.47,2.402999999999986,1.5975404864036755,57.02,0.9786356460030512,1.0223789058218196,44.44,1.3034901658066262,1.1442498733951252
166,WELL,62.08,3.868999999999984,1.1272826202679747,58.72,1.024125699603339,1.3108658144146357,58.82,1.304622094056771,1.033965778163886
167,EW,62.52,3.8439999999999817,1.199974130611165,59.06,1.0947534659385316,0.9882306589314497,57.89,1.469477054649376,1.2669219883164786
168,ROST,62.59,3.804999999999983,1.24105765892363,56.3,0.8969038542271655,1.1670763011878238,33.33,1.2184565520267965,1.0761296592830374
169,MSCI,59.51,4.096999999999985,2.1204219536493287,52.56,0.9842089200226507,1.172277046985948,47.83,1.3999386238503932,1.0055104466942757
170,VLO,60.45,5.258999999999981,1.6275131382396824,57.62,1.1394598818821136,1.0922922643541138,76.19,1.5851847457714197,1.113728060642674
171,CCI,61.91,3.444999999999986,0.7978379777167707,56.3,1.0050839032270762,0.8135332946018058,58.33,1.4510368911709683,1.0014979804523736
172,DXCM,64.95,4.975999999999985,2.4659844469191237,65.08,1.1755509254318506,1.0766202603563375,71.43,1.9832452899831998,1.1210418351805873
173,HUM,58.15,2.8859999999999855,0.9386614721708382,56.45,0.9850584744368485,0.9552548377790903,45.45,1.4224539172123714,0.7372772304449705
174,F,60.94,4.745999999999977,1.3291422056799018,60.81,0.9988820015479609,1.012489560005965,47.62,1.7344855565755313,1.0453799936068802
175,MCHP,61.75,4.301999999999972,1.7187382036719252,63.12,1.0598936903815241,1.222771527604365,64.29,1.6281774474444393,1.0694099889767563
176,NUE,58.6,4.197999999999976,3.419470540493303,53.62,1.0794351528917563,1.2805108954436588,50.0,1.4748750670305686,1.0533215885801317
177,CARR,60.11,3.128999999999987,4.617254818187041,61.07,1.0562069683296125,1.3430883274435301,70.59,1.4966481579633713,1.072313247644164
178,SPG,61.9,5.010999999999976,1.0368765076386324,59.06,1.0380970694536416,1.180505071444026,48.0,1.4363051826447215,1.0758084849282283
179,O,62.5,3.13899999999999,0.7397002230710479,67.72,1.0190162518273733,0.9065160059051348,52.17,1.4363661192762853,0.9161614378838362
180,SRE,60.8,3.208999999999986,0.9622401753728134,54.62,0.959416774062579,0.9780702138563077,34.78,1.255625323305122,0.9352756152573031
181,PSA,63.62,3.2449999999999877,1.3603182796368423,62.7,1.0341380951865915,1.121246999377161,62.96,1.476309890916598,0.9593742874431264
182,AFL,55.07,2.305999999999983,1.5509626062461241,59.32,1.0330774641132505,1.157953293931767,40.91,1.1889254579586117,0.9877388599287593
183,TEL,59.05,3.098999999999976,1.4817552518784092,52.29,1.0162109034093523,1.1810916079321572,60.71,1.2854163256596616,1.0305184672178065
184,MET,57.22,2.521999999999983,1.3961753124053373,57.36,0.9812211524680343,0.9202076271009763,48.15,1.3751616240265037,1.062732330228644
185,DHI,60.62,4.315999999999983,2.9027567670901107,63.5,1.0484734940084088,1.6355304002734725,51.85,1.6868385233541745,1.039067245005209
186,IDXX,61.76,4.072999999999984,2.1360426824257264,57.86,1.1419686686974018,1.296522529028291,63.64,1.6030078493385522,1.057002953199954
187,BK,55.28,2.1369999999999854,1.1055301423685682,58.78,0.968502373233791,1.104131589047412,37.5,1.2224197245949353,1.0728764784069351
188,DLR,64.57,4.2239999999999895,1.2588569419219509,61.16,1.1567310603018357,1.3046791484491718,78.95,1.6540786907225389,1.1309063807936057
189,URI,64.25,4.960999999999979,4.110071748810379,69.18,1.0916707585397498,1.549411110229146,61.54,2.272715915478652,1.24475482586139
190,WMB,54.9,2.3979999999999793,1.5260703589292133,48.48,1.0151146515301348,1.0979907923698504,72.73,1.0165067216456478,0.9914623695520143
191,CPRT,61.22,3.1109999999999807,2.3745951876027367,61.42,1.0692158308812716,1.5330751427049454,66.67,1.3933595608274572,1.174620917019626
192,FTNT,61.11,4.136999999999989,3.225429187732941,61.81,1.0404286963403382,1.19627328554826,66.67,1.3076776225204259,1.240103712290711
193,AEP,58.6,2.9679999999999884,0.9028491898508133,63.64,1.1008164982506052,0.8708124291084096,58.33,1.4730905544522344,1.010913932502823
194,KMB,56.65,2.057999999999984,0.9275351879784245,52.99,1.0025914152947855,0.8943790862794696,52.63,1.1031249248869357,1.0345818889300766
195,SYY,60.04,3.5689999999999866,0.9536455707949485,55.28,1.0425345163120268,0.9705268371513306,41.18,1.0995734786986224,1.0728194030411144
196,ALL,56.48,2.704999999999986,1.3891695732475282,57.78,0.9662432815919169,1.0349020625388512,37.5,1.5544642553166663,1.0809655551252693
197,MNST,59.24,2.4829999999999837,1.876106250171806,65.04,1.0474699611493632,1.1471365497286767,50.0,1.4407768004529715,1.0327070473745188
